,bricolage,chambre,diamant,décoration,facile,haute,lampe,led,lumière,maison,matériel,mur,noël,pc,peinture,plaît,produit,qualité,résine,toile,category_code
1018,0,1,0,1,0,2,0,0,0,2,1,0,0,0,0,1,1,2,0,0,2060
1019,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2060
1020,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2060
1021,2,5,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2060
1022,1,0,0,3,1,0,1,3,3,2,1,0,0,0,0,0,0,1,0,0,2060
1023,5,1,11,2,1,1,0,0,2,0,1,0,0,3,8,1,1,2,5,4,2060
1024,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2060
1025,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2060
1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1027,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2060
1028,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,1,0,0,0,2060
1029,0,0,0,2,0,0,0,3,7,1,1,1,0,0,0,0,0,0,0,0,2060
1030,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,2060
1031,0,0,0,3,0,1,0,1,6,0,0,0,0,1,0,0,0,1,0,0,2060
1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1033,0,2,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0,1,0,0,2060
1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1035,1,2,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2060
1036,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2060
1037,1,0,0,4,0,1,0,0,0,0,1,1,2,1,0,0,0,1,0,0,2060
1038,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2060
1039,3,0,10,0,2,0,0,0,0,0,0,0,0,0,7,6,2,0,3,4,2060
1040,0,0,0,0,1,2,1,5,6,0,0,0,0,0,0,0,0,0,0,0,2060
1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1042,0,0,0,1,0,1,0,0,0,0,1,0,7,1,0,0,0,1,0,0,2060
1043,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2060
1044,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1045,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2060
1046,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2060
1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2060
1048,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2060
1049,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2060
1050,0,0,0,2,0,1,0,0,0,2,0,0,7,1,0,0,0,1,0,0,2060
1051,0,0,0,0,1,0,0,7,4,0,1,0,0,2,0,1,0,0,0,0,2060
1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1053,0,0,0,2,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,2060
1054,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2060
1055,5,1,28,2,1,1,0,0,9,0,1,0,0,21,20,9,7,2,6,12,2060
1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1057,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
1058,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1059,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2060
1060,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1061,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,3,0,0,2,0,2060
1062,0,1,0,2,0,0,1,5,1,3,0,0,1,0,0,0,0,0,0,0,2060
1063,3,0,10,0,2,0,0,0,0,0,0,0,0,0,7,6,2,0,3,4,2060
1064,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,1,1,1,0,0,2060
1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1066,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2060
1067,5,1,12,2,1,1,0,0,2,0,1,0,0,3,9,1,1,2,5,4,2060
1068,0,0,0,0,0,1,3,6,4,0,1,2,0,1,0,2,1,2,0,0,2060
1069,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
1070,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,2060
1071,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2060
1072,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2060
1073,0,0,0,0,0,1,2,4,9,0,2,0,0,0,0,0,0,0,0,0,2060
1074,0,0,0,0,0,1,0,6,2,0,0,0,1,0,0,0,0,1,0,0,2060
1075,1,0,0,0,1,2,0,0,0,1,0,1,0,2,0,0,1,1,0,0,2060
1076,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2060
1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1078,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2060
1079,0,0,0,0,0,0,1,3,3,0,1,0,0,0,0,0,0,0,0,0,2060
1080,0,1,0,2,0,0,2,4,26,0,1,0,0,2,0,22,0,0,0,0,2060
1081,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2060
1082,0,0,0,0,0,1,1,2,1,0,0,1,0,0,0,0,0,1,0,0,2060
1083,2,1,0,1,2,0,0,0,0,1,1,5,0,1,0,1,0,1,0,0,2060
1084,0,1,0,2,0,1,0,0,0,0,0,4,0,1,0,0,0,1,0,0,2060
1085,0,2,0,2,0,1,0,0,0,0,0,2,0,0,1,0,1,1,0,0,2060
1086,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2060
1087,0,0,0,2,1,1,0,0,0,1,0,2,2,1,0,1,2,1,0,0,2060
1088,0,0,1,0,0,1,3,5,7,0,0,0,0,0,0,2,0,1,0,0,2060
1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1090,3,1,11,1,1,1,0,0,2,0,1,0,0,1,6,1,1,2,5,2,2060
1091,0,0,0,5,0,2,0,0,0,1,1,3,0,0,0,0,0,1,0,0,2060
1092,0,2,0,0,10,0,7,9,7,0,0,0,2,0,1,0,0,0,0,0,2060
1093,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2060
1094,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,2060
1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1097,0,1,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,1,0,0,2060
1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1099,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1100,0,1,0,0,1,1,1,4,1,0,1,0,0,0,0,0,2,1,0,0,2060
1101,0,1,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2060
1102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1104,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
1105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2060
1106,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,2060
1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1108,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2060
1109,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
1110,0,2,0,0,0,1,9,4,9,0,1,0,0,1,0,10,2,1,0,0,2060
1111,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,2060
1112,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2060
1113,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2060
1114,0,0,0,0,0,0,0,7,2,0,0,0,2,0,0,0,1,0,0,0,2060
1115,1,0,0,0,1,1,0,2,3,0,0,0,0,0,0,1,0,2,0,0,2060
1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1117,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2060
1118,0,0,0,1,0,1,0,0,0,1,1,0,4,0,0,0,0,1,0,0,2060
1119,0,0,0,0,0,0,4,4,0,1,0,0,1,0,0,0,1,0,0,0,2060
1120,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,3,0,1,0,0,2060
1121,0,0,0,1,0,0,0,0,1,3,1,0,0,1,0,0,1,0,0,0,2060
1122,0,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2060
1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1124,0,4,0,2,1,0,0,0,1,1,1,1,0,0,5,1,2,0,0,1,2060
1125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,6,2060
1126,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2060
1127,0,0,0,3,0,0,0,0,1,1,0,0,8,0,0,1,0,0,0,0,2060
1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1130,0,0,0,0,0,0,0,8,2,0,0,0,3,0,0,0,1,0,0,0,2060
1131,0,0,0,2,1,0,1,4,3,1,0,0,4,0,0,0,1,0,0,0,2060
1132,0,2,0,1,1,1,0,0,0,1,0,3,0,2,2,1,2,1,0,0,2060
1133,0,0,0,2,1,0,0,0,0,2,1,5,0,0,0,1,0,0,0,0,2060
1134,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2060
1135,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2060
1136,0,1,0,4,0,2,0,0,1,3,1,2,0,1,3,2,1,2,0,5,2060
1137,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,7,0,3,0,0,2060
1138,0,2,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2060
1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1140,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,2,1,2,0,0,2060
1141,5,1,11,2,1,1,0,0,3,0,1,0,0,0,7,3,1,2,6,5,2060
1142,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,2060
1143,5,1,11,2,1,1,0,0,2,0,1,0,0,3,8,1,1,2,5,5,2060
1144,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,2,0,2,2060
1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1146,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2060
1147,0,0,0,1,0,0,4,3,3,0,1,0,1,0,0,0,0,0,0,0,2060
1148,0,0,0,0,1,0,0,0,0,0,1,0,5,1,0,0,1,0,0,0,2060
1149,0,0,0,6,0,1,0,0,0,1,1,0,5,1,0,0,0,1,0,0,2060
1150,0,0,0,0,0,0,1,6,1,0,0,0,3,0,0,0,1,0,0,0,2060
1151,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2060
1152,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2060
1153,0,0,0,6,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,2060
1154,0,4,0,2,1,0,0,0,1,1,1,0,0,0,7,3,2,0,0,1,2060
1155,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2060
1156,0,0,0,0,16,0,13,13,10,0,0,0,3,0,5,0,0,0,0,0,2060
1157,0,1,0,0,0,0,2,2,6,0,0,0,0,1,0,0,2,0,0,0,2060
1158,0,0,0,2,1,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,2060
1159,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2060
1160,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2060
1161,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,2060
1162,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,3,2060
1163,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2060
1164,0,1,0,1,1,0,0,0,0,2,1,0,0,1,0,2,1,0,0,0,2060
1165,0,0,0,4,0,1,0,3,0,0,1,0,0,0,0,1,1,1,0,0,2060
1166,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1167,5,1,11,2,1,1,0,0,2,0,1,0,0,3,8,1,1,2,5,5,2060
1168,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,2060
1169,0,0,0,2,0,0,1,5,7,1,0,2,0,0,0,0,1,0,0,0,2060
1170,0,1,0,0,1,1,2,1,3,0,0,3,0,0,0,0,0,0,0,0,2060
1171,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2060
1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1173,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2060
1174,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2060
1175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2060
1176,0,0,0,2,0,1,0,0,0,1,1,0,8,0,0,0,0,1,0,0,2060
1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1181,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2060
1182,5,1,11,2,1,1,0,0,2,0,1,0,0,3,8,1,1,2,5,4,2060
1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1184,0,1,0,2,1,1,7,5,7,2,1,4,0,0,0,6,0,1,0,0,2060
1185,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,1,0,0,0,0,2060
1186,1,4,0,0,2,0,0,0,0,1,0,5,0,0,0,1,1,0,0,0,2060
1187,3,0,10,0,2,0,0,0,0,0,0,0,0,0,7,6,2,0,3,2,2060
1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1189,1,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,2060
1190,0,1,0,3,0,0,0,3,1,2,0,0,4,0,0,0,4,0,0,0,2060
1191,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2060
1192,0,0,0,0,2,1,4,5,9,1,0,1,0,0,0,6,3,2,0,0,2060
1193,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2060
1194,5,1,28,2,1,1,0,0,9,0,1,0,0,21,20,9,7,2,6,12,2060
1195,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1196,5,1,11,2,1,1,0,0,2,0,1,0,0,3,8,1,1,2,5,5,2060
1197,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2060
1198,2,0,0,1,1,1,0,0,0,2,1,2,0,0,0,1,0,1,0,0,2060
1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1200,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2060
1201,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2060
1202,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1203,0,0,0,1,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,2060
1204,0,0,0,0,0,2,0,11,3,0,0,0,0,0,0,0,0,1,0,0,2060
1205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1206,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2060
1207,0,1,0,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2060
1208,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,2060
1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1210,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1212,0,2,0,4,0,2,0,0,1,3,1,2,0,0,3,2,1,2,0,5,2060
1213,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,2060
1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1215,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2060
1216,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2060
1217,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2060
1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
1219,0,0,0,2,0,0,0,4,7,1,1,2,0,0,0,0,0,0,0,0,2060
1220,4,1,20,3,0,1,0,0,4,1,0,0,0,9,12,3,0,1,6,3,2060
1221,0,0,0,1,0,1,0,0,0,1,1,0,7,1,0,0,0,1,0,0,2060
1222,0,3,0,4,0,2,0,0,1,3,1,2,0,0,3,2,1,2,0,5,2060
1223,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2060
1224,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,3,0,0,2060
1225,0,1,0,0,0,0,2,1,2,0,1,0,0,1,0,0,0,1,0,0,2060
1226,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2060
1227,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,2060
1228,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,2060
1229,0,0,0,2,0,2,0,0,1,0,1,3,1,1,1,1,1,1,0,0,2060
1230,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2060
1231,0,0,0,1,1,0,0,4,5,0,0,0,1,0,0,0,0,0,0,0,2060
1232,0,4,0,2,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,2060
1233,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2060
1234,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,2060
1235,5,1,11,2,1,1,0,0,2,0,1,0,0,3,8,1,1,2,5,5,2060
1236,0,0,0,0,0,0,1,6,0,0,0,0,0,2,0,0,0,0,0,0,2060
1237,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
1238,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2060
1239,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2060
1240,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2060
1241,2,0,10,0,2,0,0,0,0,0,0,0,0,4,7,6,2,0,3,4,2060
1242,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2060
1243,0,2,0,3,1,2,0,0,0,1,0,2,1,1,0,1,1,2,0,0,2060
1244,0,1,0,1,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,2060
1245,0,0,0,2,2,2,0,2,0,1,1,0,0,0,0,0,1,1,0,0,2060
1246,3,0,8,0,2,0,0,0,0,0,0,0,0,0,6,6,2,0,3,3,2060
1247,0,0,0,1,0,1,1,4,2,0,0,0,3,1,0,0,0,1,0,0,2060
1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1249,0,0,0,0,0,1,1,2,3,0,0,0,2,0,0,0,0,1,0,0,2060
1250,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,2060
1251,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2060
1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
1254,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,2060
1255,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2060
1256,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2060
1257,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2060
1258,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2060
1259,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2060
1260,0,0,0,3,0,0,0,2,2,1,1,0,1,0,0,1,0,0,0,0,2060
1261,0,0,0,2,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,2060
1262,0,1,0,0,0,0,0,0,3,2,1,0,0,4,0,0,0,0,0,0,2060
1263,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,2060
1264,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2060
1265,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1266,0,0,0,0,0,2,3,6,1,0,1,0,0,0,0,0,0,1,0,0,2060
1267,0,2,0,0,3,0,4,3,2,0,0,0,0,0,1,0,0,0,0,0,2060
1268,3,1,11,1,1,1,0,0,2,0,1,0,0,1,7,1,1,1,5,2,2060
1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1270,0,1,0,0,3,0,0,0,2,0,1,0,2,1,0,0,0,1,0,0,2060
1271,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2060
1272,0,1,0,1,1,3,13,3,7,0,1,0,1,1,0,0,0,0,0,0,2060
1273,1,1,0,1,0,1,0,0,0,3,1,2,0,0,0,1,1,1,0,0,2060
1274,0,1,0,1,2,1,0,0,1,0,1,0,0,2,1,0,0,0,0,0,2060
1275,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2060
1276,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2060
1277,0,0,0,0,0,1,0,5,4,0,1,0,0,1,0,1,0,1,0,0,2060
1278,5,1,11,2,1,1,0,0,2,0,1,0,0,3,8,1,1,2,5,4,2060
1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1280,0,0,0,3,0,0,0,0,5,0,3,0,0,0,0,0,1,1,6,0,2060
1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1282,0,0,0,2,0,0,0,3,3,1,1,0,5,0,0,0,2,0,0,0,2060
1283,4,1,12,3,0,1,0,0,2,1,0,0,0,3,6,1,0,1,6,2,2060
1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1285,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2060
1286,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,1,0,1,0,0,2060
1287,0,1,0,2,0,1,0,0,0,0,0,3,2,1,0,0,0,1,0,0,2060
1288,0,0,0,4,0,1,0,0,0,1,0,0,5,0,0,0,0,1,0,0,2060
1289,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2060
1290,0,1,0,0,1,2,3,2,3,0,1,0,0,0,0,1,0,2,0,0,2060
1291,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2060
1292,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2060
1293,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,2060
1294,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2060
1295,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2060
1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1297,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,2060
1298,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2060
1299,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2060
1300,1,3,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2060
1301,0,3,0,0,0,1,1,2,1,0,0,0,1,0,0,0,1,1,0,0,2060
1302,2,0,0,5,0,3,0,0,0,5,0,0,0,0,0,0,3,2,0,0,2060
1303,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2060
1304,0,1,0,2,2,0,0,0,0,2,0,5,0,0,1,3,0,1,0,0,2060
1305,0,0,0,2,0,0,1,8,23,0,0,0,0,0,0,5,0,0,0,0,2060
1306,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2060
1307,1,0,0,0,1,1,1,2,2,0,0,0,0,0,0,1,0,2,0,0,2060
1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1310,0,0,0,1,5,1,2,8,18,0,1,0,0,2,0,0,0,6,0,0,2060
1311,2,1,9,3,0,1,0,0,1,2,1,0,0,1,4,0,1,0,6,1,2060
1312,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
1313,5,1,28,2,1,1,0,0,9,0,1,0,0,21,20,9,7,2,6,12,2060
1314,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2060
1315,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2060
1316,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
1317,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2060
1318,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,2060
1319,0,0,0,2,0,1,0,0,0,1,0,0,7,0,0,0,0,1,0,0,2060
