,collection,eacute,emballage,env,figure,figurine,figurines,funko,haute,licence,marvel,officielle,pop,pvc,qualité,shirt,sous,star,série,wars,category_code
307,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
308,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1140
309,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1140
310,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
311,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
312,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1140
313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
314,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1140
315,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
316,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1140
317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
321,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1140
322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
323,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
324,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
325,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1140
326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1140
327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
329,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2,1,0,0,0,1140
330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
331,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1140
332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1140
335,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1140
336,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
338,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
341,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
344,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
345,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
347,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,0,0,0,1140
348,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
350,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
352,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
353,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
354,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2,1,0,0,0,1140
355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
358,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1140
359,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
361,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
364,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1140
367,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1140
368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1140
369,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1140
370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1140
372,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
373,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1140
374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
375,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,0,0,0,1140
376,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
378,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1140
380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
381,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
382,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
383,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
386,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1140
387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1140
388,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1140
389,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
395,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,0,0,0,1140
396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1140
398,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
399,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1140
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
401,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
402,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1140
403,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1140
404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1140
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
406,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1140
407,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1140
408,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1140
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
410,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
412,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1140
413,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
414,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
416,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
417,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
419,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
422,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
425,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
427,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1140
428,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
429,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1140
430,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
431,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
433,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1140
434,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
435,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1140
438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
439,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1140
442,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1140
443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
444,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1140
445,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1140
447,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,0,0,0,1140
448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
449,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,0,0,0,1140
450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
452,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1140
453,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2,1,0,0,0,1140
454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1140
456,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1140
457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
461,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1140
462,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1140
463,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
464,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
465,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1140
466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
468,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
469,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
471,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1140
472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
474,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1140
475,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
476,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
477,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
479,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
480,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1140
481,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
483,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
484,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1140
485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
486,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
487,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
488,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
489,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1140
490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
491,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1140
492,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1140
493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
494,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1140
495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
496,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1140
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
499,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1140
500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
501,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1140
504,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
505,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
506,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
507,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
509,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1140
510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
511,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1140
512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
513,1,0,0,0,0,2,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1140
514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
515,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
517,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2,1,0,0,0,1140
518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
519,0,0,0,0,0,2,0,1,0,0,0,0,3,1,0,0,0,0,0,0,1140
520,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
523,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
524,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,0,1,1140
525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
528,0,0,0,0,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,1140
529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
531,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1140
532,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1140
533,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1140
534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
535,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
536,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1140
537,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
539,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1140
540,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
542,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,1140
543,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1140
544,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
546,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1140
547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1140
551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
553,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1140
554,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1140
555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
556,0,0,0,0,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,1140
557,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
559,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1140
560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1140
561,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1140
562,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1140
564,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
566,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1140
567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
569,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1140
570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
574,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1140
575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
576,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
577,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1140
578,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1140
579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
580,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
582,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1140
583,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1140
584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
585,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1140
588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
589,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1140
590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1140
591,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1140
592,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
595,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1140
596,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
597,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1140
598,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1140
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1140
604,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1140
605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
607,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
609,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,0,0,0,1140
610,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
612,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1140
613,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1140
614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140
615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1140
