,année,bd,collection,editions,histoire,jean,livre,livres,lot,numéros,pages,partitions,piano,revue,revues,romans,tome,tomes,vol,volumes,category_code
1003,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2403
1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2403
1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2403
1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1012,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2403
1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1015,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2403
1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2403
1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2403
1019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1020,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2403
1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1025,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2403
1026,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2403
1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1028,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2403
1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1034,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2403
1036,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2403
1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1040,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2403
1041,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1042,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2403
1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2403
1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1045,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1046,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2403
1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1049,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2403
1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1051,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2403
1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1053,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1056,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,2403
1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2403
1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1059,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1061,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2403
1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1064,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2403
1065,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1068,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2403
1069,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2403
1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1071,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2403
1072,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2403
1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1075,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1077,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2403
1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2403
1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2403
1080,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1083,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2403
1084,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2403
1085,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2403
1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2403
1088,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1089,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2403
1091,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2403
1092,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2403
1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1099,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2403
1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2403
1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2403
1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2403
1108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1109,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2403
1110,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,2403
1111,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2403
1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1113,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1114,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1116,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2403
1117,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2403
1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2403
1121,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2403
1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1126,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2403
1127,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2403
1128,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1131,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1132,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2403
1133,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2403
1134,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1135,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1136,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1139,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2403
1140,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1141,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2403
1142,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1146,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1147,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2403
1149,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1150,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2403
1152,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2403
1154,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1155,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2403
1156,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2403
1157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2403
1160,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2403
1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1162,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,2403
1163,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1165,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2403
1166,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1167,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2403
1168,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2403
1169,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2403
1171,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2403
1173,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2403
1176,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2403
1177,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1179,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2403
1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1182,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1184,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2403
1185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1186,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1187,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2403
1188,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1189,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2403
1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1191,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1192,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2403
1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2403
1196,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2403
1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1200,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1201,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,2403
1202,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2403
1203,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2403
1204,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2403
1205,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2403
1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2403
1207,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1209,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2403
1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2403
1211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1214,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2403
1215,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1216,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1217,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2403
1218,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2403
1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1224,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1227,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2403
1228,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2403
1229,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2403
1230,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1233,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2403
1235,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1236,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1237,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,2403
1238,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2403
1239,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1240,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1241,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2403
1242,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2403
1243,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2403
1245,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1246,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1247,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1248,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2403
1249,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2403
1250,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2403
1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1254,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1255,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2403
1256,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2403
1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2403
1258,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1259,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2403
1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2403
1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2403
1264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2403
1266,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1268,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1269,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1271,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1272,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2403
1273,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1274,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2403
1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2403
1279,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1280,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2403
1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1282,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2403
1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1284,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1285,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2403
1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1287,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1288,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1290,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2403
1291,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2403
1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1295,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1298,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2403
1299,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2403
1301,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2403
1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403
1303,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2403
1304,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2403
