,amd,compatible,connexion,core,directx,disque,espace,geforce,ghz,go,hd,intel,internet,jeu,nvidia,processeur,radeon,requise,système,windows,category_code
307,2,1,1,3,2,5,3,3,3,6,11,6,1,3,3,3,4,2,3,5,2905
308,0,0,1,0,0,0,0,0,0,1,0,0,1,4,0,1,0,2,2,1,2905
309,1,0,2,1,1,1,2,2,1,4,0,2,2,4,2,2,1,3,2,5,2905
310,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,4,2905
311,1,1,1,2,0,3,1,5,3,4,2,3,4,5,5,1,3,1,4,3,2905
312,1,1,1,0,1,0,0,1,0,0,0,1,1,3,0,0,0,2,0,0,2905
313,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,1,2905
314,2,2,3,2,4,4,2,2,3,0,2,2,3,4,0,4,2,1,2,4,2905
315,0,1,1,0,0,1,1,1,0,0,0,0,1,4,1,0,0,1,3,2,2905
316,0,0,1,0,0,2,2,0,0,0,0,0,1,4,0,0,0,1,2,4,2905
317,2,4,4,6,4,0,3,1,8,5,3,2,3,10,7,2,3,2,3,6,2905
318,2,0,1,2,0,0,1,2,2,0,2,2,1,3,2,2,2,2,2,0,2905
319,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2905
320,0,2,1,0,2,1,1,0,0,0,0,0,1,2,0,1,0,2,0,1,2905
321,0,1,1,0,1,2,0,0,1,0,0,0,1,4,0,0,0,2,3,2,2905
322,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,2905
323,0,0,1,0,1,0,2,0,1,1,0,1,1,2,0,1,0,2,1,3,2905
324,0,0,1,4,2,2,2,2,4,7,2,0,1,5,2,5,2,2,4,5,2905
325,0,0,0,0,1,0,0,1,1,2,0,0,0,2,0,1,1,1,1,1,2905
326,4,2,1,2,0,2,0,3,0,0,1,2,1,3,3,2,2,2,2,8,2905
327,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2905
328,0,2,1,0,0,0,0,0,3,0,0,0,1,5,0,0,0,1,0,2,2905
329,0,0,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,2,0,0,2905
330,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2905
331,2,0,1,1,0,0,0,0,2,0,1,1,2,3,1,0,1,1,0,2,2905
332,2,0,1,2,0,0,0,2,4,0,1,2,1,5,0,0,2,1,0,4,2905
333,0,0,2,0,1,0,0,1,0,0,0,0,3,2,0,0,0,2,0,0,2905
334,6,4,2,2,2,0,0,18,0,0,6,2,5,2,4,2,18,1,2,8,2905
335,0,3,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,1,0,1,2905
336,0,0,1,2,0,0,0,1,1,0,0,0,1,7,1,0,1,2,0,2,2905
337,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,2,1,1,2905
338,10,0,1,1,1,6,6,4,4,0,2,6,1,5,4,6,4,1,5,4,2905
339,2,2,1,1,2,0,2,2,2,4,2,2,1,3,2,1,2,2,2,6,2905
340,1,0,1,1,2,0,0,0,1,0,0,0,1,2,0,0,0,2,0,2,2905
341,1,2,1,0,2,1,1,0,1,2,0,1,1,7,0,0,0,1,0,2,2905
342,0,3,1,0,1,0,0,0,1,0,0,0,1,3,0,0,0,1,0,2,2905
343,2,0,1,2,5,0,0,3,2,0,2,0,3,4,6,0,2,2,2,4,2905
344,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,2,2905
345,3,0,5,2,1,8,4,2,2,0,0,2,5,3,2,0,1,1,4,4,2905
346,1,0,1,1,1,2,1,1,0,0,0,1,1,4,1,1,1,2,1,1,2905
347,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
348,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,2,0,0,2905
349,1,3,3,2,0,2,2,0,1,4,1,1,3,8,2,1,0,2,3,2,2905
350,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
351,0,2,1,0,2,0,0,0,2,0,0,0,1,3,0,0,0,2,0,4,2905
352,0,0,1,0,0,1,2,1,1,1,0,1,1,3,1,0,1,1,1,1,2905
353,4,2,1,2,4,0,0,2,0,0,0,2,1,3,2,0,2,1,0,4,2905
354,0,2,0,0,3,0,1,0,0,0,0,0,1,2,0,1,0,2,1,1,2905
355,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,1,2905
356,2,0,1,2,0,2,2,0,0,4,0,0,1,5,0,1,0,2,2,0,2905
357,0,1,1,0,1,1,1,1,1,1,0,0,1,3,0,1,1,2,1,1,2905
358,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
359,0,2,1,2,4,2,0,2,0,0,0,2,1,2,2,0,0,1,2,4,2905
360,0,0,1,2,1,0,0,0,1,0,0,3,1,6,0,1,0,1,3,2,2905
361,3,2,1,1,0,0,2,2,0,5,0,2,3,7,2,1,2,1,2,2,2905
362,0,0,1,0,1,2,0,2,2,0,0,2,1,3,2,2,1,2,2,2,2905
363,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2905
364,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
365,4,0,1,0,0,0,2,2,0,2,1,2,1,5,2,2,2,1,2,4,2905
366,1,5,2,0,3,2,2,1,1,0,4,1,1,2,1,1,0,2,1,3,2905
367,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
368,1,0,1,0,0,0,1,0,1,3,0,1,1,4,0,0,0,2,1,4,2905
369,3,0,3,2,1,4,2,0,0,0,0,2,3,3,1,2,0,1,2,8,2905
370,8,0,1,4,4,0,0,4,4,0,0,4,1,3,4,4,4,1,4,8,2905
371,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,0,1,2905
372,0,2,1,0,4,0,0,2,2,0,0,0,1,3,0,0,2,2,0,2,2905
373,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
374,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,1,0,1,0,1,2905
375,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2905
376,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,2,2,2905
377,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
378,1,4,3,2,2,2,0,2,0,2,0,0,3,6,0,2,1,2,2,6,2905
379,0,0,3,2,0,4,2,0,0,6,0,2,3,2,2,2,0,2,3,2,2905
380,0,2,1,2,1,2,2,1,0,4,0,2,1,6,0,2,0,2,2,2,2905
381,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,3,0,2905
382,0,1,1,0,1,2,0,0,1,1,0,1,1,5,0,1,0,2,3,2,2905
383,1,2,1,2,0,0,0,0,1,0,0,1,1,2,3,0,0,2,2,2,2905
384,0,5,1,3,2,8,6,6,3,3,4,8,1,4,5,2,6,2,6,4,2905
385,3,2,1,0,2,0,0,1,2,0,6,2,1,7,1,0,1,2,0,6,2905
386,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,2905
387,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2905
388,0,0,1,1,0,0,0,1,0,0,0,0,1,5,0,0,0,2,1,1,2905
389,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2905
390,4,0,1,1,3,0,0,0,0,2,2,2,1,2,2,2,2,2,1,3,2905
391,2,0,1,2,2,0,0,2,0,0,1,2,5,4,2,0,2,1,2,8,2905
392,0,0,1,0,2,4,3,0,0,0,1,1,1,4,0,0,0,1,2,4,2905
393,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,2,2905
394,2,0,1,3,2,0,0,3,3,5,0,4,1,4,4,7,0,2,4,3,2905
395,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
396,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
397,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
398,2,0,1,2,1,0,2,2,2,3,2,0,1,2,2,2,2,2,2,0,2905
399,1,1,1,2,0,3,1,5,3,4,2,3,4,3,5,1,3,1,3,3,2905
400,0,0,0,2,7,1,2,2,0,4,2,0,0,8,0,2,2,1,3,8,2905
401,1,0,0,2,0,1,1,1,1,2,0,1,0,3,1,1,1,1,1,3,2905
402,6,2,1,6,3,0,0,6,3,0,6,6,1,4,0,6,6,1,6,4,2905
403,1,0,1,0,1,0,1,1,1,2,0,1,2,3,0,1,1,2,1,1,2905
404,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
405,1,0,1,1,1,1,0,1,0,0,0,1,1,3,1,1,1,2,1,3,2905
406,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
407,0,2,1,1,2,2,1,2,1,4,0,2,1,4,1,3,2,1,1,5,2905
408,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0,0,0,1,1,0,2905
409,4,0,1,2,2,0,0,2,2,0,0,2,1,3,2,0,2,1,0,4,2905
410,0,1,1,3,0,0,0,3,1,0,2,3,4,4,3,0,2,2,0,2,2905
411,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,2,2,2905
412,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2905
413,1,2,1,1,1,2,0,2,0,0,2,2,3,11,2,2,2,3,0,5,2905
414,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,1,2905
415,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
416,0,0,1,1,0,0,0,0,0,0,3,3,1,3,0,0,2,1,1,2,2905
417,8,4,1,4,6,8,8,4,4,0,4,4,1,3,4,8,4,1,4,8,2905
418,0,0,1,0,2,1,2,2,2,2,0,0,1,3,0,2,2,2,2,3,2905
419,7,0,1,6,0,0,6,6,4,15,6,6,2,3,5,6,6,1,6,4,2905
420,0,0,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,2,0,1,2905
421,4,2,0,2,2,0,2,2,0,2,4,2,0,6,2,2,2,1,2,4,2905
422,1,0,1,0,0,0,0,0,1,1,0,1,1,2,0,1,0,2,1,2,2905
423,2,2,1,1,4,0,0,0,2,1,0,2,1,3,0,0,0,2,0,2,2905
424,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
425,4,0,1,1,3,0,0,0,0,2,2,2,1,2,2,2,2,2,1,3,2905
426,0,1,1,1,1,1,1,0,1,2,0,1,1,5,0,1,0,1,3,2,2905
427,1,0,1,1,4,0,0,2,0,0,2,0,3,4,2,2,2,2,2,2,2905
428,1,4,1,3,0,0,0,0,3,0,0,1,1,2,0,0,0,2,0,1,2905
429,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2905
430,4,2,1,2,3,0,0,2,2,0,1,2,1,4,2,0,2,1,0,4,2905
431,2,2,1,1,3,2,1,1,0,3,2,2,1,8,1,2,2,1,2,12,2905
432,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2905
433,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2905
434,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2905
435,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
436,0,0,1,0,1,4,2,2,0,5,0,2,1,4,2,3,0,1,2,4,2905
437,4,0,1,2,0,0,2,0,0,8,0,2,1,4,2,2,2,1,2,4,2905
438,4,2,1,2,4,0,0,2,0,0,0,2,1,4,2,0,2,1,0,4,2905
439,0,1,0,0,1,1,0,1,1,1,0,1,0,2,1,0,0,1,1,1,2905
440,0,0,1,0,0,2,2,0,0,3,0,0,1,4,0,0,0,2,3,0,2905
441,0,0,1,0,0,2,2,1,1,2,0,1,1,5,1,2,0,1,1,2,2905
442,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
443,0,2,1,3,2,0,2,2,4,4,2,0,1,4,2,1,2,2,2,3,2905
444,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2905
445,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,2,2,2905
446,0,0,1,2,3,0,0,1,0,0,1,3,1,3,1,0,0,1,0,5,2905
447,0,1,0,0,0,0,0,0,1,0,0,0,0,4,1,0,1,1,0,1,2905
448,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2905
449,0,0,1,3,1,1,0,0,2,0,0,1,1,4,0,1,0,1,1,2,2905
450,0,1,1,0,1,0,0,1,1,0,1,0,1,4,1,0,1,1,0,4,2905
451,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,2905
452,3,2,1,1,0,0,2,2,0,5,0,2,3,5,2,1,2,1,2,2,2905
453,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
454,3,0,3,2,0,0,2,2,2,6,1,2,3,6,2,2,1,1,3,2,2905
455,0,1,1,0,1,1,1,0,1,2,0,1,1,4,0,0,0,2,1,1,2905
456,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
457,0,0,1,4,0,0,0,0,0,0,2,2,1,3,0,0,0,1,0,4,2905
458,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
459,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
460,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2905
461,0,0,1,0,0,0,1,1,0,0,0,0,1,4,0,0,1,1,0,2,2905
462,0,1,1,3,2,0,0,1,2,0,1,3,3,3,0,0,1,2,0,2,2905
463,0,1,0,0,0,4,2,0,1,4,0,0,0,10,0,1,0,1,2,0,2905
464,2,2,1,4,3,0,0,2,2,0,4,2,1,3,2,0,4,1,0,6,2905
465,0,0,1,2,1,6,4,3,0,0,0,3,1,3,0,1,0,1,3,1,2905
466,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
467,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
468,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2905
469,2,2,1,2,2,0,0,0,1,0,0,2,3,4,2,0,2,1,0,8,2905
470,1,1,3,4,2,1,1,2,2,2,2,1,3,5,2,2,2,1,2,5,2905
471,2,1,0,1,1,0,0,5,3,0,2,2,2,1,5,0,3,0,0,1,2905
472,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
473,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,4,2905
474,0,2,1,1,0,0,0,1,1,0,0,2,1,4,1,2,0,1,2,4,2905
475,0,0,1,0,0,1,2,0,0,5,0,0,1,3,0,0,0,2,3,2,2905
476,0,1,1,0,1,0,1,0,0,1,0,0,1,3,0,0,0,2,2,3,2905
477,0,0,1,0,1,0,0,2,2,2,0,0,1,4,2,0,1,2,0,2,2905
478,1,2,1,0,1,2,2,0,0,0,0,1,1,3,1,1,0,2,1,2,2905
479,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
480,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
481,0,2,1,2,4,4,2,0,2,3,0,0,1,2,0,0,0,1,2,4,2905
482,0,0,1,0,0,2,2,0,0,0,0,0,1,3,0,0,0,1,2,4,2905
483,0,0,1,0,0,0,0,1,1,1,1,0,1,3,1,0,1,2,1,0,2905
484,2,0,1,2,2,4,4,2,0,0,1,2,1,2,0,3,2,1,2,4,2905
485,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
486,0,2,1,0,3,1,3,0,0,0,0,0,1,6,0,0,0,1,0,3,2905
487,4,0,1,2,0,2,2,0,0,8,1,2,1,5,2,2,2,1,4,4,2905
488,0,0,1,0,1,0,0,0,1,0,0,0,2,4,0,0,0,2,0,1,2905
489,16,0,1,5,8,6,0,6,8,0,3,4,1,4,12,3,3,1,6,4,2905
490,6,6,1,2,6,0,0,3,6,0,3,3,1,3,3,0,3,2,0,4,2905
491,0,2,1,0,4,0,0,2,2,0,0,0,1,7,0,0,2,2,0,2,2905
492,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
493,1,1,1,2,1,0,1,1,2,3,1,1,1,2,2,1,0,2,1,3,2905
494,4,0,1,0,0,0,2,0,0,6,0,2,1,3,0,2,1,1,2,4,2905
495,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,2905
496,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2905
497,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
498,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2905
499,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2905
500,2,0,2,2,2,1,0,1,2,2,1,2,1,1,2,1,1,1,1,8,2905
501,0,2,1,3,0,0,0,3,1,0,4,3,1,3,3,0,2,2,0,3,2905
502,0,0,0,0,0,0,1,1,1,2,0,0,0,2,0,0,1,1,1,1,2905
503,0,0,0,0,0,2,2,0,1,1,0,0,0,5,0,1,0,1,3,4,2905
504,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2905
505,5,0,1,5,0,0,0,2,5,0,3,5,1,4,2,0,3,2,0,5,2905
506,3,0,1,2,0,2,2,2,0,1,3,3,3,6,2,2,2,3,3,4,2905
507,1,0,1,1,0,1,0,2,1,5,1,2,1,5,2,1,1,1,1,0,2905
508,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,2905
509,1,2,1,0,2,0,0,2,2,0,0,1,3,3,1,0,1,2,2,2,2905
510,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2905
511,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
512,4,0,1,0,2,0,0,2,0,0,1,2,1,4,2,0,2,1,0,4,2905
513,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
514,0,1,1,0,1,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,2905
515,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2905
516,0,0,1,1,0,0,0,1,0,2,0,1,1,9,1,1,0,1,1,4,2905
517,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2905
518,0,1,1,1,1,2,2,0,0,0,1,2,1,3,0,1,0,2,1,1,2905
519,2,0,1,3,2,0,0,2,3,0,0,2,1,2,1,0,0,2,0,2,2905
520,0,0,1,0,0,6,4,0,0,0,0,0,1,4,0,3,0,2,3,2,2905
521,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2905
522,2,0,1,2,0,0,0,2,4,0,1,2,1,2,0,0,2,2,2,2,2905
523,4,2,1,2,5,0,0,2,2,0,1,2,1,3,2,2,2,2,2,6,2905
524,0,2,1,2,2,0,4,4,4,8,0,0,1,4,4,0,0,2,7,5,2905
525,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
526,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,1,0,1,2905
527,2,0,2,2,2,1,0,1,2,2,1,2,1,1,2,1,1,1,1,7,2905
528,0,0,5,0,0,8,4,1,0,0,3,3,5,8,2,3,0,1,4,4,2905
529,0,1,1,3,1,0,0,0,3,0,0,0,1,3,0,0,0,2,0,2,2905
530,2,0,1,2,0,0,0,2,4,0,0,2,1,4,0,0,2,1,1,4,2905
531,3,0,1,2,0,0,0,2,2,0,1,2,3,7,2,2,1,2,3,2,2905
532,7,6,5,6,4,10,5,5,0,17,1,6,5,2,4,8,4,1,6,10,2905
533,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
534,2,0,1,2,0,2,0,2,2,1,1,2,1,4,2,2,2,2,2,6,2905
535,1,1,1,0,1,1,1,1,1,2,0,1,1,2,1,1,0,2,1,2,2905
536,1,1,1,1,2,1,1,0,2,2,0,1,1,4,5,0,0,1,2,2,2905
537,0,0,1,0,0,1,1,1,0,1,0,1,2,5,1,0,1,1,0,2,2905
538,0,0,2,0,1,1,0,1,1,0,1,0,1,5,1,0,1,3,1,1,2905
539,0,2,0,0,0,2,0,1,1,2,0,0,0,5,0,0,1,1,4,2,2905
540,0,2,1,4,2,0,0,0,2,0,4,4,1,4,2,0,2,2,1,4,2905
541,3,0,0,1,4,2,2,0,1,6,1,2,0,3,4,3,1,1,0,4,2905
542,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,2905
543,0,0,1,2,0,0,0,0,0,0,0,2,1,6,0,0,0,2,0,2,2905
544,1,2,2,3,5,0,2,2,1,8,2,1,2,3,2,0,2,2,2,4,2905
545,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,1,2905
546,0,0,1,0,1,0,0,0,0,0,0,0,1,4,0,0,0,2,0,1,2905
547,1,2,1,2,1,0,1,2,0,1,2,1,1,1,0,0,1,2,1,1,2905
548,2,2,1,3,0,3,3,3,2,0,3,3,1,2,3,0,3,1,4,2,2905
549,9,0,1,1,0,0,1,0,0,1,0,2,1,3,1,1,6,1,1,1,2905
550,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,4,2905
551,0,1,0,0,0,1,0,0,0,1,0,1,0,5,0,0,0,1,3,1,2905
552,0,2,1,0,2,1,1,1,1,1,0,0,1,4,0,0,1,2,0,1,2905
553,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
554,2,0,1,2,2,1,1,1,1,3,1,1,1,2,1,0,0,1,1,2,2905
555,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
556,0,0,1,2,0,0,0,0,1,0,1,4,2,2,2,0,0,1,0,4,2905
557,4,2,1,2,2,0,0,0,4,4,0,3,1,5,2,0,0,1,2,4,2905
558,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
559,3,2,1,2,4,4,2,2,2,0,2,2,1,4,0,2,2,2,2,2,2905
560,0,3,1,0,2,1,1,0,0,0,0,0,1,2,0,1,0,1,0,4,2905
561,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,2905
562,4,2,1,2,2,0,0,0,4,6,0,3,1,3,2,0,0,2,2,4,2905
563,0,1,0,0,2,1,2,0,0,2,0,0,1,4,0,1,0,1,1,1,2905
564,2,2,1,2,2,0,2,3,0,6,1,2,1,3,2,2,2,2,2,5,2905
565,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2905
566,4,0,1,4,0,12,8,0,2,0,2,4,1,5,0,4,2,2,7,2,2905
567,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
568,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2905
569,0,1,1,0,1,0,0,1,0,0,1,2,1,5,1,2,0,2,1,2,2905
570,0,4,1,0,5,2,2,1,1,5,0,1,1,3,2,4,1,1,1,4,2905
571,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
572,1,0,1,1,0,0,3,0,2,2,4,4,1,3,2,1,0,2,2,4,2905
573,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2905
574,7,0,1,4,2,0,0,4,4,0,3,7,1,4,1,4,3,2,6,3,2905
575,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
576,0,0,1,3,0,0,6,3,2,1,3,1,1,3,1,3,3,1,7,2,2905
577,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
578,3,0,1,4,0,8,6,0,0,0,0,4,1,4,4,2,0,1,4,4,2905
579,0,0,1,1,0,0,1,0,0,1,0,0,1,2,1,1,0,2,1,1,2905
580,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
581,4,0,1,2,0,0,0,2,4,0,1,2,1,4,2,0,0,1,0,8,2905
582,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
583,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2905
584,2,0,1,2,0,0,2,1,0,3,0,2,1,4,2,1,0,2,2,2,2905
585,3,0,1,2,0,4,4,2,4,0,1,2,1,4,0,2,2,1,2,4,2905
586,0,2,1,1,1,0,0,0,1,0,0,0,1,2,0,0,0,1,1,2,2905
587,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
588,0,2,1,0,1,0,0,1,0,0,0,0,1,3,0,0,0,2,0,1,2905
589,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
590,6,0,1,2,0,4,2,0,2,0,11,16,2,5,6,2,4,2,3,1,2905
591,0,2,0,0,2,0,0,0,1,1,0,0,0,7,0,1,0,1,0,1,2905
592,2,0,1,1,0,0,0,1,0,0,1,1,2,3,1,0,1,1,0,4,2905
593,0,0,1,3,0,0,0,0,4,0,2,4,1,3,2,2,2,1,3,4,2905
594,1,1,3,4,2,1,1,2,2,2,2,1,3,5,2,2,2,1,2,3,2905
595,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2905
596,3,0,1,4,3,2,2,1,2,4,2,3,1,3,2,1,2,2,2,2,2905
597,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,2,2905
598,0,0,1,0,0,1,4,0,1,0,0,0,1,2,0,1,0,1,1,3,2905
599,0,0,1,2,1,0,0,1,2,0,1,1,1,4,0,1,1,2,1,1,2905
600,0,0,3,2,1,0,0,2,2,0,0,1,5,3,4,2,0,1,2,4,2905
601,2,1,1,0,0,3,3,1,0,0,0,3,1,11,2,1,2,1,3,3,2905
602,1,0,0,1,0,1,2,2,0,4,1,0,0,5,1,2,1,0,0,2,2905
603,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2905
604,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
605,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2905
606,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2905
607,1,0,1,0,1,0,1,0,1,1,0,1,1,3,0,0,0,2,1,2,2905
608,0,1,2,0,1,0,0,0,0,1,0,0,2,4,0,1,0,2,0,1,2905
609,2,0,1,1,0,1,0,1,0,0,0,1,1,2,0,1,0,2,1,1,2905
610,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2905
611,0,1,1,1,1,4,2,0,1,1,0,0,1,2,1,0,0,2,2,2,2905
612,0,0,1,1,0,0,0,0,1,0,0,0,1,2,0,0,0,2,0,1,2905
613,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2905
614,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2905
615,0,0,1,0,1,0,0,1,1,0,1,1,1,2,1,0,0,1,0,4,2905
