,bloc,cahier,carnet,couverture,design,excellente,facilement,format,haute,jaune,journal,lot,notes,pages,papier,recto,solide,stylo,texture,verso,category_code
1296,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1297,1,1,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
1298,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
1299,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1301,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
1302,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2522
1303,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
1304,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2522
1305,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2522
1308,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2522
1309,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2522
1310,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1317,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2522
1318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2522
1319,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2522
1320,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2522
1321,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,2522
1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2522
1327,0,0,0,0,1,0,0,0,1,0,0,0,3,0,4,0,0,0,0,0,2522
1328,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
1329,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
1330,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1332,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2522
1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1335,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2522
1336,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2522
1337,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1338,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2522
1339,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1340,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
1341,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1342,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
1343,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1347,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2522
1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1350,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
1351,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
1352,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2522
1353,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2522
1354,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1355,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1357,1,0,1,1,1,1,1,1,1,2,0,0,2,1,2,1,1,0,1,1,2522
1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1361,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
1362,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2522
1364,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1365,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1367,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2522
1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1373,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1377,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2522
1378,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1379,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2522
1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2522
1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1384,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
1385,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1388,1,1,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
1389,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1390,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,2522
1391,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1395,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2522
1396,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
1397,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2522
1398,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2522
1403,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
1404,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2522
1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1408,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1409,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1410,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2522
1411,1,1,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1413,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1414,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1415,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
1416,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1417,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2522
1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1419,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2522
1420,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2522
1422,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
1423,1,1,1,1,1,1,1,1,1,1,0,0,2,1,1,1,1,0,1,1,2522
1424,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2522
1425,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1426,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2522
1427,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1428,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1429,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2522
1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1433,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2522
1434,1,0,1,1,1,1,1,1,1,2,0,0,2,1,2,1,1,0,1,1,2522
1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
1436,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
1437,1,1,1,1,1,1,1,1,1,1,0,0,2,1,1,1,1,0,1,1,2522
1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1439,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1441,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1443,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2522
1445,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2522
1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1448,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2522
1449,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2522
1450,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2522
1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2522
1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1453,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2522
1454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1455,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1456,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1457,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1458,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2522
1459,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1460,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2522
1461,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2522
1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1463,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1464,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
1465,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2522
1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1467,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
1468,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1471,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1472,1,1,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1475,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
1476,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2522
1477,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1480,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1484,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2522
1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1488,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1492,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2522
1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1494,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2522
1495,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2522
1496,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1498,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2522
1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2522
1501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1503,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1505,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2522
1506,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2522
1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1508,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1509,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2522
1511,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
1512,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1513,1,0,2,2,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
1514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1515,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2522
1517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2522
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1521,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2522
1522,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2522
1523,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1525,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2522
1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1527,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
1528,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2522
1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1530,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2522
1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1532,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1533,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
1534,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2522
1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1536,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1538,0,2,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2522
1539,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
1540,1,1,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
1541,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1542,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2522
1543,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1544,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1545,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1546,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1548,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2522
1549,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1551,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1553,1,2,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
1554,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,2522
1555,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
1556,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
1557,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2522
1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1561,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1563,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1565,1,1,1,1,1,1,1,1,1,1,0,0,3,1,1,1,1,0,1,1,2522
1566,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1567,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2522
1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1571,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1572,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1573,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1575,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2522
1576,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2522
1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
1578,0,1,0,1,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,2522
1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1580,1,2,1,1,1,1,1,1,1,1,2,0,2,1,1,1,1,0,1,1,2522
1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1582,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2522
1584,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2522
1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1588,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,1,2522
1589,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2522
1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1592,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,1,1,0,1,1,2522
1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2522
1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522
1596,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2522
1597,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2522
