,console,denuméro,game,intégré,jeu,jeux,lecteur,marque,mini,modèle,ouicommunication,ouiecran,poche,portable,pouces,rétro,tactile,tv,vidéo,écran,category_code
314,1,0,0,1,3,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,60
315,2,1,1,0,2,1,0,1,0,1,1,0,0,0,0,1,1,0,2,1,60
316,1,1,1,1,2,0,1,1,0,1,1,0,0,1,1,2,1,1,1,2,60
317,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
318,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
319,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60
320,1,0,2,1,2,0,0,1,1,1,0,1,1,1,1,1,1,0,0,2,60
321,0,1,0,0,3,0,1,1,1,1,1,0,2,0,0,1,1,0,1,1,60
322,2,0,0,1,1,2,0,1,1,1,0,1,0,1,0,0,1,1,1,1,60
323,1,1,0,1,2,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,60
324,1,0,1,0,2,1,0,1,3,1,0,1,0,2,0,1,1,1,1,1,60
325,4,0,3,1,3,1,1,1,1,1,0,1,1,0,0,1,1,2,1,1,60
326,1,0,0,0,2,0,0,1,1,0,1,1,0,2,1,2,1,0,1,1,60
327,2,0,1,0,2,0,1,1,0,1,0,1,0,2,1,1,1,1,0,1,60
328,1,1,1,1,2,0,1,1,0,1,1,0,0,1,1,2,1,1,1,2,60
329,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
330,4,0,8,1,2,0,1,1,1,1,0,1,1,0,0,1,1,2,1,1,60
331,1,0,0,1,2,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,60
332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
333,0,1,0,0,0,3,0,1,1,1,0,1,0,0,0,0,1,1,1,1,60
334,1,0,1,1,2,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,60
335,2,0,0,0,3,0,0,1,0,0,1,0,1,1,1,1,0,0,1,2,60
336,3,1,3,1,2,2,1,1,1,1,0,0,2,0,1,1,1,0,1,1,60
337,6,0,6,1,2,1,1,1,1,1,0,1,1,2,1,1,1,0,0,1,60
338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
339,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60
340,1,0,0,0,1,0,1,1,0,0,0,0,0,2,1,0,0,0,1,0,60
341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
342,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,60
343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
344,5,0,6,0,1,1,0,1,4,1,0,1,0,3,0,1,1,0,0,1,60
345,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60
346,1,0,0,0,2,0,0,1,2,0,0,1,0,1,1,1,1,1,0,2,60
347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
348,1,0,1,0,3,0,1,1,0,0,1,0,0,2,1,1,1,0,1,2,60
349,1,1,0,0,3,0,0,1,2,1,1,1,0,1,1,1,1,1,0,1,60
350,1,0,0,0,4,0,2,1,0,1,0,1,0,1,1,0,1,0,2,2,60
351,1,0,4,1,2,1,1,1,1,1,0,1,0,6,1,0,1,0,1,1,60
352,1,1,0,0,2,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,60
353,2,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,60
354,1,1,0,0,3,0,0,1,1,1,1,0,1,0,1,2,1,1,1,2,60
355,2,0,0,0,2,0,0,1,0,1,1,1,0,3,1,0,2,0,0,3,60
356,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
358,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,60
359,3,0,1,1,2,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,60
360,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
361,1,1,0,1,2,1,0,1,0,1,1,0,0,2,1,0,1,0,1,1,60
362,7,0,7,1,3,0,1,1,0,1,0,1,0,1,1,0,1,0,1,2,60
363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
364,4,0,6,0,4,0,1,1,0,1,0,1,2,0,1,0,1,0,1,1,60
365,1,0,0,0,3,0,0,1,2,1,0,1,0,1,1,1,1,1,0,2,60
366,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,60
367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
369,2,1,1,1,2,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,60
370,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60
371,1,0,0,1,2,1,1,1,1,1,0,0,2,1,0,1,1,0,1,2,60
372,1,0,1,1,2,1,0,1,2,1,0,1,0,2,1,1,1,0,0,1,60
373,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,60
374,1,0,1,1,2,0,1,1,0,1,0,1,0,2,1,0,1,0,1,1,60
375,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,2,1,1,60
376,1,0,0,0,3,0,0,1,2,0,1,0,0,1,1,1,1,1,0,2,60
377,2,0,8,0,0,2,1,1,3,1,0,1,0,3,1,1,1,1,1,1,60
378,2,0,1,1,2,1,0,1,1,1,0,1,0,1,0,1,1,2,1,1,60
379,1,0,0,0,0,2,0,1,1,1,0,1,2,1,0,1,1,1,1,1,60
380,1,1,1,0,2,1,1,1,0,1,1,0,0,0,1,3,1,0,0,1,60
381,2,0,1,0,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2,60
382,1,0,1,0,2,1,0,1,5,1,0,0,1,1,1,1,1,0,0,2,60
383,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,2,60
384,1,0,0,0,0,2,1,1,1,1,0,1,0,1,0,1,1,0,0,1,60
385,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,2,60
386,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60
387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,60
388,6,1,7,0,0,4,0,1,1,1,0,1,0,0,0,1,1,2,2,1,60
389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
390,6,1,7,0,0,4,0,1,1,1,0,1,0,0,0,1,1,2,2,1,60
391,1,0,0,0,2,1,0,1,0,1,0,1,0,2,0,1,1,0,0,2,60
392,2,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,60
393,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,2,1,0,0,0,60
394,1,0,0,1,3,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,60
395,1,1,0,0,4,0,0,1,1,1,1,0,0,2,1,1,1,0,0,1,60
396,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,60
397,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60
398,1,0,0,1,2,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,60
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
400,1,1,2,1,2,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,60
401,1,1,3,0,1,3,0,1,0,1,1,0,0,0,0,1,1,0,0,1,60
402,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,60
403,2,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60
404,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,60
405,1,0,0,1,3,1,0,1,2,1,0,1,2,0,0,1,1,0,0,1,60
406,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
407,3,1,0,1,1,2,1,1,1,1,0,1,0,1,0,1,1,2,1,1,60
408,2,1,1,1,2,2,0,1,0,1,1,0,0,0,1,1,1,0,0,1,60
409,1,0,0,1,2,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,60
410,0,1,3,1,1,4,0,1,1,1,1,0,1,0,1,1,1,0,0,1,60
411,2,0,0,0,3,1,0,1,1,0,1,0,1,0,0,1,1,2,1,0,60
412,1,1,0,1,2,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,60
413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
414,2,0,0,0,2,1,0,1,0,1,0,1,0,0,0,2,1,0,2,1,60
415,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
416,2,0,0,0,1,2,0,1,0,1,0,1,0,1,0,0,1,0,1,1,60
417,2,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,60
418,0,1,0,1,1,1,0,1,1,1,1,0,0,2,1,1,1,0,0,1,60
419,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,60
420,1,0,0,0,2,1,2,1,0,1,0,1,0,1,1,0,1,0,1,1,60
421,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,60
422,1,0,1,0,2,0,2,1,1,1,0,1,0,3,1,1,1,1,0,1,60
423,4,1,7,1,2,0,1,1,2,1,0,1,0,2,1,1,1,0,1,1,60
424,3,0,2,1,2,1,0,1,2,1,0,0,0,1,0,1,1,2,1,1,60
425,1,0,1,1,2,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,60
426,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,2,60
427,1,1,0,0,2,0,0,1,1,1,1,1,0,0,1,0,1,0,2,1,60
428,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60
429,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,60
430,1,0,0,0,3,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,60
431,2,0,0,0,2,0,0,1,0,1,0,1,0,2,1,2,1,0,2,1,60
432,1,1,0,0,1,1,0,1,1,1,1,0,2,1,1,0,1,1,1,1,60
433,2,0,0,1,3,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,60
434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
435,3,0,4,1,2,1,0,1,0,1,0,1,1,2,0,0,1,1,1,1,60
436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
437,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60
438,1,1,9,1,2,1,0,1,2,1,1,0,1,1,1,1,1,0,0,1,60
439,1,0,1,0,2,1,0,1,0,1,0,1,0,0,1,0,1,0,1,2,60
440,1,1,0,1,2,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,60
441,1,1,0,0,2,0,0,1,1,1,1,0,0,1,1,1,1,0,0,2,60
442,3,0,4,0,1,1,0,1,2,1,0,0,0,0,0,1,0,3,1,0,60
443,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60
444,3,0,1,0,2,1,0,1,0,1,0,1,0,2,0,0,1,0,1,2,60
445,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60
446,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,60
447,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,60
448,1,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,60
449,1,0,0,1,2,1,2,1,0,1,0,1,0,2,1,1,1,0,1,2,60
450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
451,1,0,0,1,2,0,0,1,1,1,0,1,0,2,1,1,1,0,0,1,60
452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
453,2,0,1,1,3,0,1,1,1,1,0,1,2,0,0,1,1,0,1,1,60
454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
455,2,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,60
456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
457,2,1,0,1,2,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,60
458,1,1,0,0,2,1,0,1,0,1,0,0,0,2,0,1,1,0,1,1,60
459,3,1,1,0,3,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,60
460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
461,2,0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,60
462,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
463,2,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,60
464,2,0,0,0,1,1,1,1,0,1,0,1,2,1,1,1,1,0,1,1,60
465,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60
466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
467,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,60
468,2,1,1,1,1,2,0,1,1,1,1,0,2,0,0,0,1,0,1,1,60
469,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,60
470,2,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,1,2,60
471,1,0,0,0,2,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,60
472,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,60
473,1,1,0,1,2,1,2,1,0,1,1,0,0,2,1,0,1,0,1,1,60
474,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,2,60
475,2,0,1,0,2,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,60
476,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
477,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,2,60
478,1,1,0,0,2,1,0,1,1,1,1,0,1,0,1,2,1,0,1,1,60
479,2,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,60
480,1,0,1,1,2,1,1,1,2,1,0,1,1,1,1,1,1,0,1,2,60
481,2,0,0,0,2,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,60
482,1,1,1,0,1,2,0,1,1,1,1,0,0,0,0,0,1,0,1,1,60
483,1,0,1,1,2,1,1,1,1,1,0,1,1,2,0,0,1,0,1,1,60
484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
485,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,60
486,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
487,1,0,0,0,2,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,60
488,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60
489,1,0,1,1,2,0,0,1,1,1,0,1,1,1,1,1,1,0,0,2,60
490,1,1,0,1,1,2,1,1,0,1,1,0,0,1,0,1,1,1,1,2,60
491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
492,2,0,0,0,2,1,1,1,0,1,0,1,0,1,0,0,1,1,0,2,60
493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
494,1,1,1,0,2,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,60
495,1,0,0,1,1,2,0,1,0,1,0,1,0,1,1,1,1,0,1,1,60
496,1,0,0,0,0,4,0,1,1,1,0,0,0,1,0,0,1,0,1,1,60
497,0,0,0,0,0,0,3,1,0,1,0,1,0,3,1,0,1,2,0,1,60
498,1,1,0,1,1,2,0,1,1,1,1,0,1,1,1,1,1,0,0,1,60
499,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,60
500,2,0,0,1,3,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,60
501,1,1,0,1,3,1,1,1,1,1,0,0,0,1,0,1,1,2,1,1,60
502,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60
503,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,60
504,1,0,0,0,2,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,60
505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
506,1,0,0,0,0,0,0,1,0,1,0,1,0,2,1,0,1,0,0,2,60
507,3,0,4,0,2,1,1,1,2,1,0,1,0,1,0,1,1,2,1,1,60
508,1,0,0,0,2,0,1,1,0,1,0,1,0,2,1,0,1,0,1,2,60
509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,60
510,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,60
511,1,1,0,0,1,2,0,1,1,1,1,1,0,0,0,0,1,0,1,0,60
512,6,0,5,0,3,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,60
513,1,1,1,1,2,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,60
514,1,0,1,1,2,1,1,1,1,1,0,1,0,1,1,1,1,0,1,2,60
515,2,0,0,0,3,0,0,1,1,0,0,1,0,2,1,1,1,0,1,0,60
516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
517,1,0,0,1,2,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,60
518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
519,5,0,9,1,3,1,2,1,0,1,0,1,0,2,1,0,1,0,2,1,60
520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
521,2,1,0,0,2,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,60
522,2,0,0,0,1,2,0,0,0,1,0,0,0,0,0,2,0,1,1,0,60
523,2,0,1,1,3,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,60
524,1,1,0,0,2,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,60
525,1,1,1,1,2,1,0,1,0,1,1,0,0,2,1,0,1,0,1,1,60
526,1,0,1,0,2,0,1,1,0,1,0,1,1,0,1,0,1,0,0,2,60
527,2,1,1,0,2,1,0,1,0,1,1,0,0,0,0,2,1,0,2,1,60
528,1,1,1,1,2,1,1,1,0,1,1,0,0,1,1,2,1,1,0,2,60
529,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,60
530,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
531,1,0,0,0,3,0,2,1,0,1,0,1,0,0,1,0,1,0,1,2,60
532,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,60
533,2,1,0,1,3,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,60
534,2,0,0,0,3,1,0,1,0,1,0,1,1,1,1,0,1,0,0,2,60
535,1,1,1,1,2,1,2,1,0,1,1,0,0,1,1,0,1,0,1,1,60
536,1,0,1,0,2,0,1,1,0,1,0,1,0,1,1,0,1,1,0,2,60
537,1,1,1,1,1,2,0,1,0,1,1,0,0,1,0,1,1,0,1,1,60
538,1,1,0,1,2,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,60
539,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,3,60
540,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,60
541,1,0,0,1,0,2,0,1,1,1,0,1,0,0,0,0,1,0,0,1,60
542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
543,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,2,60
544,2,1,1,0,3,0,0,1,0,1,0,1,2,0,0,0,1,0,0,2,60
545,5,0,5,1,2,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,60
546,1,1,0,0,3,0,0,1,2,1,1,0,0,1,1,1,1,1,0,1,60
547,2,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,60
548,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,60
549,1,1,0,0,1,2,0,1,0,1,1,0,0,1,0,1,1,0,1,1,60
550,1,1,0,1,2,1,1,1,0,1,0,1,0,2,1,0,1,0,0,1,60
551,2,0,0,0,3,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,60
552,1,0,0,0,1,0,0,1,1,0,0,0,0,2,1,1,0,0,0,0,60
553,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,2,0,1,60
554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
556,3,1,6,0,1,2,0,1,2,1,0,1,0,3,0,1,1,0,1,1,60
557,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
558,9,0,0,0,2,6,0,0,0,0,0,0,0,1,0,0,1,0,1,4,60
559,1,0,0,1,3,0,0,1,1,1,0,1,1,1,1,1,1,0,1,2,60
560,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60
561,1,0,0,0,2,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,60
562,2,0,4,0,2,0,0,1,1,1,0,1,2,2,0,1,1,0,1,1,60
563,1,0,0,0,2,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,60
564,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,60
565,1,0,0,1,2,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,60
566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
567,1,0,1,1,2,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,60
568,2,1,1,0,2,1,0,1,0,1,1,1,0,0,0,1,1,0,2,0,60
569,1,1,0,0,1,0,1,1,0,1,0,0,0,2,1,1,1,0,0,1,60
570,1,1,1,1,1,2,0,1,0,1,1,0,0,1,0,1,1,0,1,1,60
571,2,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,2,60
572,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,60
573,1,0,1,1,2,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,60
574,1,1,0,0,1,1,0,1,0,1,0,0,0,2,0,2,1,0,1,1,60
575,2,1,0,1,2,1,0,1,2,1,1,0,1,0,1,1,1,1,0,0,60
576,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,60
577,2,1,1,0,2,1,1,1,2,1,0,1,0,1,0,1,1,2,2,1,60
578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
579,2,1,0,1,2,1,0,1,1,1,1,0,0,1,0,1,1,2,1,1,60
580,1,0,0,0,3,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,60
581,1,1,1,0,2,0,1,1,0,1,1,0,0,1,0,0,1,1,1,2,60
582,1,0,0,0,2,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,60
583,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
584,1,0,0,0,2,1,1,1,0,1,0,1,0,1,0,0,1,1,1,2,60
585,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
586,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,60
587,1,0,1,1,2,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,60
588,2,0,3,1,2,1,1,1,0,1,0,1,0,2,0,1,1,2,0,0,60
589,3,1,4,0,2,0,0,1,0,1,0,1,2,2,1,2,1,1,2,1,60
590,0,0,0,0,1,2,0,1,0,1,0,0,0,1,0,0,1,0,1,1,60
591,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,60
592,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,60
593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
594,0,1,0,1,2,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,60
595,1,0,1,1,2,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,60
596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
598,1,1,0,0,2,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,60
599,1,0,1,0,0,2,0,1,2,1,0,1,1,0,0,0,1,0,0,1,60
600,1,1,2,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,2,2,60
601,1,0,0,0,4,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,60
602,1,0,0,0,2,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,60
603,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
604,6,1,7,0,1,1,0,1,2,1,0,1,0,1,0,1,1,4,1,1,60
605,1,0,1,1,3,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,60
606,1,1,0,1,3,1,0,1,1,1,1,0,1,0,0,1,1,2,1,1,60
607,1,1,0,0,0,2,0,1,0,1,1,0,2,0,0,1,1,0,0,1,60
608,1,0,0,1,2,1,1,1,0,0,0,1,0,2,0,2,1,1,0,1,60
609,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
610,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
612,1,0,1,0,2,1,0,1,0,1,0,1,0,2,0,0,1,0,1,1,60
613,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,60
614,2,1,0,0,2,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,60
615,2,1,0,0,3,0,0,1,1,1,1,0,0,1,0,0,1,0,2,1,60
616,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,60
617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
618,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,60
619,1,0,0,0,2,1,1,1,1,1,0,1,0,1,0,1,1,2,1,1,60
620,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
621,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,60
622,2,1,1,1,3,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,60
623,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60
624,1,0,1,1,2,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,60
625,1,1,0,0,2,1,0,1,1,1,1,0,0,2,1,1,1,0,1,1,60
626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
627,1,0,0,1,2,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,60
628,2,0,1,1,2,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,60
629,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,60
