,air,auto,bébé,eau,enfant,enfants,lit,main,matériel,mode,mso,poussette,roues,réglable,sac,siège,style,sécurité,type,voyage,category_code
308,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1320
311,0,0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1320
312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
313,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
314,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1320
316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
317,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
318,0,0,3,1,4,3,0,0,0,0,0,0,0,6,0,6,1,3,0,0,1320
319,0,0,6,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1320
320,0,2,2,0,3,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,1320
321,1,0,0,0,0,0,0,1,0,2,0,0,0,0,9,0,2,0,1,4,1320
322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
323,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
325,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
327,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1320
328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
330,1,0,0,0,0,0,0,7,1,3,0,0,0,1,8,0,2,0,1,2,1320
331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1320
332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
334,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
338,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
340,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
342,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
343,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
344,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,2,1320
345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
346,1,0,0,0,0,0,0,0,1,2,0,0,0,0,7,0,2,0,1,4,1320
347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
348,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1320
349,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1320
350,0,0,0,0,0,0,0,1,1,3,0,0,0,0,6,0,3,0,2,1,1320
351,0,0,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1320
352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
354,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1320
355,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1320
359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
361,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1320
362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
363,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
364,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
365,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
367,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1320
368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
369,0,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1320
370,0,0,5,0,0,0,0,1,1,1,0,2,0,0,3,0,0,0,0,1,1320
371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
372,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
373,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1320
374,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
375,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1320
376,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
377,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1320
378,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
379,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
380,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
381,0,2,2,0,4,0,0,0,0,0,0,0,0,2,0,3,0,4,0,0,1320
382,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
383,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
384,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1320
385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
387,1,0,0,0,0,0,0,0,1,2,0,0,0,0,7,0,2,0,1,4,1320
388,0,6,2,0,3,3,0,0,0,0,0,0,0,2,0,7,0,8,0,0,1320
389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
390,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
392,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
394,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1320
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
396,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1320
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
398,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
403,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
404,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
405,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1320
406,0,1,3,0,3,1,0,0,3,9,0,0,0,0,0,0,0,0,6,0,1320
407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
408,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1320
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1320
410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
413,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1320
414,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1320
415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
416,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,0,1320
417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
418,1,0,0,0,0,0,0,0,1,2,0,0,0,0,7,0,2,0,1,4,1320
419,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
420,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1320
421,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
424,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1320
425,0,2,2,0,4,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,1320
426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
427,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1320
428,1,0,0,0,0,0,0,2,1,3,0,0,0,0,9,0,2,0,1,4,1320
429,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1320
430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
431,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
432,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1320
433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1320
434,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
435,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
436,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
438,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
439,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,1320
440,1,0,0,0,0,0,0,1,0,3,0,0,0,0,8,0,2,0,1,4,1320
441,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1320
442,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1320
443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
445,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
447,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1320
448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1320
449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
451,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1320
452,0,0,3,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1320
453,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1320
454,1,0,0,0,0,0,0,1,1,2,0,0,0,0,7,0,2,0,1,3,1320
455,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
456,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
457,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1320
459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1320
460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
461,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1320
462,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
464,1,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,2,0,1,4,1320
465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
467,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
468,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1320
469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1320
470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
471,2,0,0,0,0,0,0,1,0,3,0,0,0,1,9,0,2,0,1,2,1320
472,1,0,0,0,0,0,0,1,1,3,0,0,0,0,3,0,3,0,1,1,1320
473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
475,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1320
476,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1320
477,0,0,1,0,2,3,7,0,0,0,0,0,0,0,0,0,0,2,0,0,1320
478,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1320
479,3,0,0,0,0,0,0,3,1,3,0,0,0,0,11,0,2,0,1,1,1320
480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
482,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1320
483,1,0,0,0,0,0,0,0,1,1,0,0,0,0,9,0,2,0,1,3,1320
484,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
485,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1320
486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
487,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1320
488,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
489,1,0,0,0,0,0,0,1,1,3,0,0,0,1,8,0,2,0,1,2,1320
490,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1320
491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
492,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
493,0,0,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1320
494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1320
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
499,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
500,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
502,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1320
503,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1320
505,0,0,1,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,1320
506,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
507,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1320
508,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1320
509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
511,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1320
512,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
513,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1320
514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
516,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1320
517,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
518,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
520,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1320
522,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
524,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
526,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
527,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1320
528,0,0,1,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1320
529,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1320
530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
532,1,0,0,0,0,0,0,1,1,2,0,0,0,0,5,0,2,0,1,3,1320
533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
534,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
535,0,2,1,0,1,0,0,0,0,0,0,3,2,0,2,2,0,0,0,0,1320
536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
537,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
538,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1320
539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
540,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
541,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1320
542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
543,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
544,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1320
545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
547,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
548,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
549,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1320
550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
551,0,9,0,0,8,2,0,1,0,0,0,0,0,0,0,17,0,6,0,1,1320
552,1,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1320
553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
554,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1320
555,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
556,0,0,2,0,0,1,0,0,1,0,0,0,0,0,7,1,0,0,0,0,1320
557,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1320
559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
561,9,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1320
562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
563,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
564,1,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,2,0,1,2,1320
565,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1320
566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1320
568,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
569,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1320
570,0,0,0,0,0,0,0,1,1,3,0,0,0,0,9,0,2,0,2,2,1320
571,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
572,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1320
573,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
574,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1320
575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1320
576,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1320
577,5,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1320
578,0,4,0,0,5,2,0,0,0,0,0,0,0,0,0,6,0,9,0,0,1320
579,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1320
580,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1320
581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
582,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1320
583,0,0,1,0,1,2,7,0,0,0,0,0,0,0,0,0,0,2,0,0,1320
584,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1320
585,0,0,3,0,2,0,0,0,1,1,0,0,0,0,3,0,2,0,0,0,1320
586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
587,0,0,0,0,0,0,0,2,1,3,0,0,0,0,9,0,2,0,1,3,1320
588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1320
589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
590,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
592,0,0,2,0,4,0,0,0,0,0,0,3,1,1,2,0,0,3,0,0,1320
593,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
595,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1320
596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1320
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
599,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
600,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
602,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1320
603,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
604,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
606,0,0,0,0,0,0,0,2,1,1,0,0,0,0,6,0,0,0,1,0,1320
607,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
609,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
611,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
612,0,0,5,0,0,0,0,1,1,1,0,2,0,0,4,0,0,0,1,1,1320
613,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1320
614,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1320
615,0,0,2,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1320
616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320
