,canapé,coton,coussin,couverture,décoration,eau,haute,home,housse,lin,matériel,mesure,oreiller,pc,plaît,polyester,qualité,raison,style,taie,category_code
1038,2,1,2,1,2,0,1,0,0,1,1,1,4,1,2,0,1,0,0,3,1920
1039,2,0,2,0,0,0,1,2,1,3,0,1,3,1,2,0,1,0,0,2,1920
1040,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1041,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1920
1042,0,0,0,3,0,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1920
1043,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,1,1920
1044,0,2,4,1,0,0,1,0,2,0,1,0,1,0,1,0,1,0,0,2,1920
1045,3,1,5,0,0,0,0,0,2,6,1,1,5,0,5,0,0,0,0,5,1920
1046,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1920
1047,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1920
1048,0,0,3,2,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1920
1049,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1920
1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1051,2,2,3,0,0,2,0,2,0,0,1,1,2,0,1,0,0,3,1,3,1920
1052,2,0,5,0,2,0,0,3,0,2,2,6,11,3,3,0,0,0,3,7,1920
1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1920
1054,1,0,2,0,0,0,0,2,0,0,1,0,3,1,0,0,0,1,1,1,1920
1055,4,0,3,1,1,0,1,0,1,0,0,0,4,0,0,0,2,0,0,2,1920
1056,0,0,3,0,1,0,0,2,0,1,0,1,7,1,2,0,0,0,0,4,1920
1057,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1920
1058,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1059,2,0,2,0,1,0,1,0,0,1,2,2,7,1,1,0,1,0,3,1,1920
1060,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1061,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,1,1,0,1920
1062,3,0,4,0,2,0,0,0,0,1,2,1,4,1,0,0,0,0,3,2,1920
1063,2,1,1,2,0,2,0,0,0,0,1,0,2,1,0,0,0,1,1,3,1920
1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1920
1065,1,1,2,2,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,6,1920
1066,1,0,0,0,1,0,0,0,0,1,2,2,11,1,1,0,0,0,3,6,1920
1067,1,0,3,0,2,2,0,0,0,1,1,1,1,0,1,0,0,3,1,3,1920
1068,0,1,2,4,0,2,0,0,0,0,1,0,2,1,0,0,0,1,1,3,1920
1069,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1920
1070,3,0,2,0,0,0,1,2,0,3,0,1,2,1,2,0,1,0,0,4,1920
1071,0,1,3,1,0,2,0,0,0,1,1,0,3,0,1,0,0,2,1,3,1920
1072,0,3,3,2,0,0,0,1,1,2,2,1,4,1,1,0,0,1,0,3,1920
1073,1,0,2,0,0,0,1,2,0,1,0,1,3,1,2,0,1,0,0,2,1920
1074,0,0,3,1,3,0,0,2,1,0,1,0,3,0,0,3,1,2,0,2,1920
1075,1,1,2,0,1,0,0,0,0,1,1,1,1,1,2,0,0,0,1,4,1920
1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1077,1,0,2,0,2,0,1,0,0,1,2,2,5,0,1,0,1,0,3,2,1920
1078,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1920
1079,1,0,3,0,3,0,1,0,0,0,2,0,3,0,1,3,1,2,0,3,1920
1080,2,0,2,0,1,2,1,2,0,0,2,0,4,0,1,3,1,2,0,5,1920
1081,2,0,2,0,0,2,0,2,0,0,1,0,1,1,1,3,0,0,0,3,1920
1082,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,1,1920
1083,0,3,4,2,1,2,0,2,0,3,1,1,2,0,1,0,0,3,1,2,1920
1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1085,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1086,1,0,0,10,0,0,1,0,0,0,0,3,0,0,6,0,1,3,0,0,1920
1087,0,2,2,0,0,2,1,2,0,3,1,0,0,1,1,0,1,0,0,3,1920
1088,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1920
1089,0,1,2,0,0,2,0,2,0,1,1,0,4,1,0,0,0,1,1,1,1920
1090,0,0,1,0,0,2,0,1,0,1,1,1,1,0,1,0,0,3,1,3,1920
1091,2,0,2,0,1,2,1,2,0,0,2,0,4,0,1,3,1,2,0,5,1920
1092,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1920
1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1094,0,2,2,0,0,0,1,2,0,2,1,1,2,1,2,0,1,0,0,4,1920
1095,2,0,2,0,0,0,1,2,0,1,0,1,4,1,2,0,1,0,0,4,1920
1096,0,1,4,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,1920
1097,0,1,3,0,1,2,0,0,0,1,1,1,2,0,1,0,0,3,3,3,1920
1098,0,0,0,2,0,0,1,0,14,0,1,5,0,0,12,2,1,5,0,17,1920
1099,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1920
1100,3,0,4,0,2,0,0,0,0,1,2,1,4,1,0,0,0,0,3,3,1920
1101,2,3,2,0,1,0,1,1,0,3,1,1,4,1,2,0,1,0,1,2,1920
1102,0,2,3,0,1,0,1,1,0,0,1,2,0,0,2,1,1,1,1,1,1920
1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1104,0,0,1,0,1,2,0,1,0,1,1,1,1,0,1,0,0,3,1,3,1920
1105,0,4,0,0,0,0,0,0,6,0,0,0,1,0,0,0,2,0,0,2,1920
1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1107,3,2,3,0,0,0,1,0,0,3,0,1,2,1,2,0,1,0,0,3,1920
1108,1,0,2,0,1,0,1,0,2,1,2,2,2,0,1,0,1,0,3,2,1920
1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
1110,2,1,4,1,0,1,1,0,0,1,1,1,2,1,2,0,1,0,1,2,1920
1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
1112,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,1,1920
1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1115,0,1,2,0,0,0,0,0,0,2,1,4,5,3,3,0,0,0,3,3,1920
1116,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,1,1920
1117,0,3,2,0,0,0,1,0,2,0,0,1,3,1,2,0,1,0,0,3,1920
1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1119,3,0,2,0,0,0,1,2,2,0,1,1,5,1,2,0,1,0,0,4,1920
1120,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1920
1121,4,6,2,3,7,4,1,2,0,6,1,1,13,0,1,0,1,3,1,3,1920
1122,0,0,0,0,0,0,2,0,7,0,1,0,3,0,0,2,1,0,1,2,1920
1123,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1920
1124,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1920
1125,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1920
1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1127,0,4,14,0,0,0,2,0,0,1,1,1,0,0,2,0,2,1,0,0,1920
1128,3,0,4,0,2,0,0,1,0,1,2,1,5,1,0,0,0,0,3,4,1920
1129,0,1,2,0,1,2,1,1,0,1,0,1,4,1,2,0,1,0,0,2,1920
1130,0,3,4,1,1,2,0,0,0,2,1,1,2,0,1,0,0,3,1,1,1920
1131,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1920
1132,2,0,2,0,2,0,1,2,0,0,2,0,4,0,1,3,1,2,1,4,1920
1133,3,0,2,0,0,0,0,2,0,1,1,1,4,1,2,0,0,0,0,4,1920
1134,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1920
1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1136,4,6,3,1,7,8,1,2,0,7,1,3,12,1,3,0,1,3,1,3,1920
1137,1,0,5,0,0,0,1,2,1,1,0,1,2,1,2,0,1,0,0,1,1920
1138,2,0,1,0,1,0,0,0,1,1,0,1,3,1,0,0,0,0,0,1,1920
1139,2,1,0,0,2,2,0,0,0,1,1,0,4,1,0,0,0,1,1,1,1920
1140,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1920
1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1142,0,3,4,4,1,0,1,2,1,3,1,0,4,1,0,0,2,0,1,4,1920
1143,1,0,0,0,1,0,0,0,0,1,2,2,11,1,1,0,0,0,3,7,1920
1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1145,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,1,1920
1146,2,0,4,0,0,1,0,0,0,0,1,0,1,1,1,3,0,0,0,2,1920
1147,3,0,2,0,0,0,0,2,0,0,1,0,3,1,1,0,0,0,0,4,1920
1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1149,3,0,2,0,0,0,1,2,2,0,1,1,6,1,2,0,1,0,0,5,1920
1150,0,0,3,0,1,0,0,2,0,1,0,1,7,1,2,0,0,0,0,4,1920
1151,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,1,1920
1152,2,0,2,0,2,0,1,2,0,0,2,0,4,0,1,3,1,2,1,4,1920
1153,2,0,2,0,1,2,1,2,0,0,2,0,4,0,1,3,1,2,0,5,1920
1154,0,3,2,1,0,2,0,1,0,1,1,1,3,0,1,0,0,3,1,3,1920
1155,1,0,2,0,1,0,1,1,0,1,1,1,0,1,2,0,1,0,0,3,1920
1156,3,0,2,2,1,2,1,0,0,0,1,1,4,1,2,0,1,1,0,1,1920
1157,3,0,2,2,2,0,1,0,0,1,0,1,3,1,2,0,1,0,0,2,1920
1158,1,0,0,2,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1920
1159,3,0,2,0,0,0,0,2,1,1,1,1,1,1,2,0,0,0,0,3,1920
1160,0,0,9,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1920
1161,1,0,2,1,1,0,1,0,0,0,2,0,5,0,1,0,1,2,0,3,1920
1162,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1920
1163,1,1,2,0,0,2,0,0,0,1,1,0,2,1,0,0,0,1,1,3,1920
1164,3,0,4,0,1,0,1,0,0,1,2,2,3,0,1,0,1,0,3,0,1920
1165,2,0,3,0,0,0,1,0,0,0,1,1,3,1,2,0,1,0,0,2,1920
1166,0,0,2,0,0,0,1,2,0,1,0,1,2,1,2,0,1,0,0,3,1920
1167,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1920
1168,2,0,2,1,2,0,0,1,0,1,1,0,3,0,0,0,0,1,0,2,1920
1169,0,0,0,0,0,0,1,0,2,0,0,0,2,0,1,2,1,0,0,1,1920
1170,2,0,2,0,0,0,1,2,0,0,1,0,1,0,1,3,1,0,0,1,1920
1171,1,3,2,0,0,0,1,2,0,0,0,1,4,1,2,4,1,0,0,1,1920
1172,0,1,3,0,0,0,1,0,2,0,1,1,2,1,2,0,1,0,0,4,1920
1173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
1174,0,1,3,2,0,0,1,0,0,0,1,0,4,2,0,2,0,0,0,0,1920
1175,0,3,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1920
1176,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1920
1177,1,0,0,1,2,1,4,3,0,0,1,0,0,0,1,1,3,1,0,0,1920
1178,0,0,2,0,0,2,0,2,0,1,1,0,4,1,0,0,0,1,1,3,1920
1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1180,2,0,2,0,1,2,1,2,0,0,2,0,4,0,1,3,1,2,0,5,1920
1181,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1920
1182,2,0,2,0,0,2,0,2,0,2,1,1,2,0,1,0,0,3,1,2,1920
1183,1,1,3,1,0,0,1,3,1,1,0,0,2,0,0,0,1,0,0,5,1920
1184,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1920
1185,2,0,2,0,2,1,1,0,0,1,0,0,11,0,3,0,1,4,0,7,1920
1186,3,2,2,1,1,0,1,0,0,3,0,1,2,1,2,0,1,0,0,4,1920
1187,0,0,0,0,1,1,2,0,0,0,1,0,0,2,0,0,2,0,2,0,1920
1188,2,0,2,0,0,2,1,2,0,0,1,0,2,0,1,3,1,0,0,1,1920
1189,0,1,2,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1920
1190,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,1,1920
1191,2,3,2,0,1,0,1,1,0,3,1,1,2,1,2,0,1,0,1,2,1920
1192,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1920
1193,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1194,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1920
1195,0,1,5,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,1,0,1920
1196,2,0,3,0,1,0,1,0,1,1,2,2,6,1,1,0,1,0,3,0,1920
1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1198,0,1,3,0,1,2,0,0,0,1,1,1,2,0,1,0,0,3,3,3,1920
1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1200,0,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,1,1920
1201,0,0,1,0,2,2,0,0,0,0,1,1,1,0,1,0,0,3,1,3,1920
1202,1,0,0,0,1,0,0,0,0,1,2,2,11,1,1,0,0,0,3,6,1920
1203,1,0,2,0,2,0,1,0,0,1,2,2,3,1,1,0,1,0,3,3,1920
1204,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1205,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1920
1206,2,0,1,0,0,2,0,2,0,0,1,1,1,0,1,0,0,3,1,3,1920
1207,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1920
1208,0,3,4,0,0,2,0,2,0,3,1,1,1,0,1,0,0,3,1,2,1920
1209,1,1,2,1,0,2,1,0,0,1,1,1,4,1,2,0,1,0,0,1,1920
1210,1,0,3,0,3,0,1,0,0,0,2,0,3,0,1,3,1,2,0,3,1920
1211,2,1,4,0,1,2,0,0,0,0,1,1,3,0,0,0,0,0,0,1,1920
1212,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1920
1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1214,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1920
1215,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1216,1,0,2,0,0,0,1,2,0,3,0,1,5,1,2,0,1,0,0,4,1920
1217,0,0,3,0,1,0,0,2,0,1,0,1,3,1,2,0,0,0,0,4,1920
1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1219,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1920
1220,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1920
1221,4,6,2,1,6,4,1,2,0,6,2,0,13,0,1,0,1,3,1,1,1920
1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1223,1,0,5,3,1,0,1,0,0,0,2,0,3,0,1,1,1,2,0,1,1920
1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1225,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1226,2,0,1,0,0,2,0,2,0,0,1,1,1,0,1,0,0,3,1,3,1920
1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1228,2,3,2,0,1,0,1,1,0,3,1,1,4,1,2,0,1,0,1,2,1920
1229,2,0,2,0,0,2,0,2,0,0,1,0,1,1,1,3,0,0,0,3,1920
1230,0,3,0,0,1,0,2,0,6,0,1,0,1,0,0,0,3,0,1,3,1920
1231,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1920
1232,1,0,2,0,0,0,1,2,0,1,0,1,4,1,2,0,1,0,0,3,1920
1233,0,1,3,2,0,2,0,0,0,1,1,1,3,0,1,0,0,3,1,3,1920
1234,0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1920
1235,0,0,0,2,1,0,0,0,0,0,1,2,0,0,2,0,0,1,0,0,1920
1236,2,0,2,0,0,1,0,2,0,0,1,0,0,0,1,3,0,0,0,3,1920
1237,3,0,4,2,1,0,1,0,0,1,2,2,5,1,1,0,1,0,3,2,1920
1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
1239,2,1,2,2,0,2,0,0,1,0,1,0,2,2,0,0,0,1,1,3,1920
1240,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,1,1920
1241,0,2,2,0,0,2,1,2,0,3,1,0,0,1,1,0,1,0,0,3,1920
1242,3,0,2,2,0,0,1,2,0,1,0,1,2,1,2,0,1,0,0,2,1920
1243,3,0,4,0,0,0,1,2,0,0,1,0,1,0,0,0,1,0,1,1,1920
1244,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1245,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1920
1246,1,0,0,0,1,0,0,0,0,1,2,2,11,1,1,0,0,0,3,6,1920
1247,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1248,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1249,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1920
1250,0,0,1,0,2,2,0,0,0,0,1,1,1,2,1,0,0,3,1,3,1920
1251,2,3,5,2,0,0,0,1,0,1,1,1,5,0,1,0,0,3,0,3,1920
1252,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1920
1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1920
1254,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,1920
1255,2,0,2,2,2,0,1,0,0,1,0,1,3,1,2,0,1,0,0,3,1920
1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1258,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,0,1920
1259,0,0,3,0,1,2,1,1,0,0,1,1,2,1,2,0,1,0,0,1,1920
1260,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1920
1261,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1920
1262,4,3,5,2,2,0,0,0,0,1,1,1,4,0,1,0,0,3,0,2,1920
1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1264,4,0,5,0,1,0,1,1,1,0,1,0,8,0,3,0,1,4,0,7,1920
1265,3,0,3,1,0,0,1,2,3,1,0,1,3,1,2,0,1,0,0,2,1920
1266,0,1,0,1,0,0,1,0,0,0,2,1,0,1,0,2,1,0,0,0,1920
1267,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,2,0,1,3,1920
1268,1,0,2,0,0,0,1,2,0,1,0,1,2,1,2,0,1,0,0,3,1920
1269,0,0,2,1,2,2,1,1,0,0,2,0,4,0,1,3,1,2,0,4,1920
1270,0,1,4,0,0,0,1,0,2,0,1,1,2,1,2,0,1,0,0,4,1920
1271,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,1,1920
1272,2,1,2,2,2,0,1,0,0,1,1,1,4,1,2,0,1,0,0,3,1920
1273,2,0,3,1,1,0,1,0,0,0,2,2,4,1,1,1,1,0,3,1,1920
1274,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1275,2,0,3,0,3,1,1,0,0,0,1,0,11,0,3,0,1,4,2,7,1920
1276,0,4,0,0,0,1,0,0,5,0,0,0,2,0,0,0,0,0,0,0,1920
1277,2,0,2,1,2,0,1,0,0,1,0,1,3,1,2,0,1,0,0,3,1920
1278,0,0,2,2,2,0,1,0,0,1,1,1,3,1,2,0,1,0,0,2,1920
1279,0,0,2,1,2,2,1,1,0,0,2,0,4,0,1,3,1,2,0,5,1920
1280,2,1,2,0,0,3,0,2,0,0,0,0,4,0,1,0,0,0,2,3,1920
1281,3,0,3,1,1,0,0,1,0,1,2,2,7,4,1,0,0,0,3,4,1920
1282,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1920
1283,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,1920
1284,0,1,2,0,0,0,4,2,0,0,1,0,1,1,0,0,3,0,0,0,1920
1285,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1920
1286,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1287,1,0,2,2,1,0,0,0,0,1,2,2,7,1,1,0,0,0,3,3,1920
1288,1,0,4,2,0,0,1,0,0,0,1,1,2,1,2,1,1,0,0,4,1920
1289,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
1290,2,0,5,0,1,0,1,0,0,0,1,0,9,0,3,0,1,3,0,7,1920
1291,1,0,2,0,1,0,1,0,2,1,2,2,7,1,1,0,1,0,5,3,1920
1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1293,0,0,0,0,1,1,0,0,0,0,1,1,0,1,2,0,0,1,0,0,1920
1294,3,0,4,0,0,0,1,2,0,3,0,1,2,1,2,0,1,0,0,2,1920
1295,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1296,0,0,2,0,0,0,1,2,0,1,0,1,2,1,2,0,1,0,0,3,1920
1297,2,0,3,0,2,2,0,0,0,2,1,1,1,0,1,0,0,3,1,3,1920
1298,4,0,2,1,3,0,1,0,0,1,0,1,4,1,2,0,1,0,0,3,1920
1299,8,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1920
1300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1301,2,3,2,0,1,0,0,1,0,0,0,1,3,1,2,0,0,0,1,4,1920
1302,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,0,1920
1303,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,0,1920
1304,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,5,1920
1305,0,0,2,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,1920
1306,1,1,6,1,0,0,1,0,2,2,1,0,0,0,0,0,1,0,0,3,1920
1307,2,0,3,0,1,0,1,2,0,0,2,0,4,0,1,3,1,2,0,3,1920
1308,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1920
1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
1310,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1920
1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1920
1313,1,0,1,1,0,0,0,2,0,0,1,1,4,1,2,0,0,0,0,3,1920
1314,1,0,2,1,1,0,0,0,1,1,2,2,7,1,1,0,0,0,3,2,1920
1315,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1316,2,0,3,0,1,0,1,0,1,1,2,2,6,1,1,0,1,0,3,0,1920
1317,1,0,2,0,2,0,1,0,0,1,2,2,5,0,1,0,1,0,3,2,1920
1318,2,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1920
1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
1320,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,0,1920
1321,1,0,0,0,1,0,0,0,0,1,2,2,11,1,1,0,0,0,3,6,1920
1322,2,0,2,1,2,0,1,0,0,1,1,1,2,1,2,0,1,0,0,2,1920
1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1324,3,0,4,0,0,0,1,2,1,2,0,1,2,1,2,0,1,0,0,2,1920
1325,0,0,1,0,1,0,0,0,1,0,0,1,3,0,0,0,0,1,0,2,1920
1326,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,1,1920
1327,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1920
1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1920
1330,2,3,2,0,1,0,0,1,0,1,1,1,2,1,2,0,0,0,1,4,1920
1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
1332,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,1920
1333,0,2,2,0,0,2,1,2,0,2,1,0,1,1,1,1,0,0,0,4,1920
1334,3,0,3,1,0,0,1,2,3,1,0,1,3,1,2,0,1,0,0,2,1920
1335,0,0,2,0,1,0,1,2,0,0,2,0,6,0,1,1,1,2,0,4,1920
1336,0,0,10,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1920
1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1920
1338,2,0,2,2,2,0,1,0,0,1,0,1,3,1,2,0,1,0,0,3,1920
1339,0,0,3,0,1,0,0,2,0,1,0,1,7,1,2,0,0,0,0,4,1920
