,age,animaux,baby,billard,bébé,bébés,cadeau,cartoon,chaussettes,chaussures,coffret,conception,confortable,contenu,coton,design,disponible,dérapant,enfant,enfants,etiquette,fléchettes,foot,gardez,jeu,lumière,main,matériaux,matériel,mode,molle,noël,peau,petits,pied,pieds,plaît,porter,préfet,quotidien,recommandé,rendre,sentiment,sexe,slip,sol,table,âge,écran,étiquette,category_code
129,0,0,0,0,3,1,0,0,3,0,0,0,3,1,2,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,2,1,1,0,0,0,0,2,0,1,1301
130,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
132,0,0,0,0,7,0,1,4,1,1,0,0,0,1,2,2,1,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,8,2,1,0,0,0,0,0,0,1,1,0,0,10,1,0,1301
133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
134,2,2,0,0,9,0,3,0,6,2,1,0,1,1,2,1,1,0,0,1,3,0,0,1,0,0,1,2,0,0,1,1,1,0,3,1,0,1,1,1,3,0,1,1,0,2,0,2,0,1,1301
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
136,0,2,0,0,6,1,1,2,4,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,2,0,0,1,0,1,1,2,1,1,1,1,1,0,1,1,1,2,0,0,0,1,2,1301
137,1,2,0,0,7,2,1,2,4,0,1,0,1,1,1,1,1,0,0,1,2,0,0,1,0,0,1,2,0,0,1,0,1,2,0,1,0,0,1,1,2,0,1,1,2,0,0,2,0,1,1301
138,0,0,0,0,5,2,1,0,4,0,1,0,1,1,3,1,1,0,2,2,0,0,0,1,0,0,1,2,0,0,1,0,1,2,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1301
139,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
141,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
142,0,0,0,0,4,2,0,3,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1301
143,0,0,0,0,3,1,0,0,3,0,0,0,3,1,3,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1301
144,0,0,0,0,4,2,0,3,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1301
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
147,0,1,0,0,7,0,1,2,4,0,1,0,1,1,1,1,1,0,0,2,1,0,0,1,0,1,1,2,0,0,1,0,1,0,0,2,1,1,1,1,0,1,1,1,2,0,0,0,1,0,1301
148,0,2,0,0,7,2,1,2,4,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,2,0,0,1,0,1,2,0,1,1,1,1,1,0,1,1,1,2,0,0,0,1,0,1301
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1301
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
151,0,1,0,0,3,0,0,3,3,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1301
152,4,0,0,0,9,0,1,2,6,0,1,0,1,1,1,1,1,0,0,0,3,0,0,1,0,0,1,2,0,0,1,2,1,0,0,1,0,1,1,1,5,1,1,1,1,1,0,1,0,2,1301
153,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
154,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
157,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
159,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
160,0,0,0,0,5,0,1,3,0,0,0,1,0,0,1,0,0,0,1,4,0,0,0,0,0,1,2,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1301
161,0,1,0,0,5,0,0,0,7,0,0,1,0,0,3,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1301
162,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
163,1,0,0,0,7,0,1,2,4,0,1,0,1,1,3,1,1,0,3,1,1,0,0,1,0,0,1,2,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,2,0,1,1301
164,0,2,0,0,6,0,1,2,4,0,1,0,1,1,3,1,1,0,1,2,0,0,0,1,0,0,1,2,0,0,1,0,1,2,0,1,0,1,1,1,0,1,1,1,2,0,0,0,0,0,1301
165,0,1,0,0,4,0,0,0,3,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
167,3,2,0,0,5,2,1,2,4,0,1,0,1,1,1,1,1,0,2,1,3,0,0,1,0,0,1,2,0,0,1,0,1,0,0,1,0,0,1,1,3,0,1,1,2,0,0,1,0,1,1301
168,0,0,0,0,4,2,0,3,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1301
169,0,0,0,0,2,0,0,3,3,1,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1301
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1301
171,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
172,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
173,0,2,0,0,6,2,1,2,4,0,1,0,1,1,1,1,1,0,2,3,0,0,0,1,0,1,1,2,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,2,0,0,2,1,0,1301
174,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
175,0,0,0,0,8,0,1,0,4,0,1,0,1,1,0,1,1,0,0,2,1,0,0,1,0,1,1,2,0,0,1,0,1,0,0,3,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1301
176,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
178,0,2,0,0,6,2,1,2,4,0,1,0,1,1,1,1,1,0,2,3,0,0,0,1,0,1,1,2,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,2,0,0,2,1,0,1301
179,0,0,1,0,4,0,0,0,4,0,0,0,0,0,4,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1301
180,0,0,0,0,2,0,0,1,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1301
181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1301
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
183,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1301
184,2,0,0,0,9,0,1,2,4,2,1,0,1,1,1,1,1,0,0,0,3,0,0,1,0,0,1,2,0,0,1,4,1,0,0,1,0,1,1,1,3,0,1,1,0,0,0,2,0,1,1301
185,4,0,0,0,9,0,1,2,6,0,1,0,1,1,1,1,1,0,0,0,3,0,0,1,0,0,1,2,0,0,1,2,1,0,0,1,0,1,1,1,5,1,1,1,1,1,0,1,0,2,1301
186,0,0,0,0,8,0,1,0,6,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,2,0,0,1,2,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1301
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1301
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
189,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
190,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
191,0,0,0,0,2,0,0,1,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1301
192,1,0,0,0,7,0,1,2,4,0,0,0,1,1,3,1,1,0,2,2,0,0,0,1,0,0,1,2,0,0,1,0,1,2,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,2,1301
193,0,0,0,0,4,0,1,0,2,0,0,0,0,0,2,0,0,0,2,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1301
194,0,0,0,0,2,2,1,0,5,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1301
195,0,0,0,0,2,0,0,1,3,2,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
196,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
197,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
200,1,1,0,0,6,0,0,0,7,0,0,1,0,0,3,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1301
201,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1301
202,0,0,0,0,5,2,1,2,4,0,1,0,1,1,3,1,1,0,0,4,1,0,0,1,0,0,1,2,0,0,1,0,1,2,0,1,0,0,1,1,1,0,1,1,0,0,0,2,0,1,1301
203,0,0,0,0,2,0,0,1,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1301
204,0,0,0,0,3,1,0,0,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
205,1,2,0,0,7,2,1,2,4,0,1,0,1,1,1,1,1,0,0,1,2,0,0,1,0,0,1,2,0,0,1,0,1,2,0,1,0,0,1,1,2,0,1,1,2,0,0,2,0,1,1301
206,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
207,0,0,0,0,5,2,1,0,4,0,1,0,1,1,3,1,1,0,2,2,0,0,0,1,0,0,1,2,0,0,1,0,1,2,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1301
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1301
209,4,0,0,0,9,0,1,2,6,0,1,0,1,1,1,1,1,1,0,0,4,0,0,1,0,0,1,2,0,0,1,0,1,0,0,1,0,1,1,1,5,1,1,1,1,1,0,1,0,1,1301
210,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
212,0,0,0,0,9,0,1,2,6,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,1,0,1,0,0,1,0,1,1,1,2,0,1,1,1,2,0,2,0,1,1301
213,0,0,0,0,7,0,0,0,5,0,0,0,1,1,0,1,1,0,0,2,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1301
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
215,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
216,2,0,0,0,9,0,1,2,4,2,1,0,1,1,1,1,1,0,0,0,3,0,0,1,0,0,1,2,0,0,1,4,1,0,0,1,0,1,1,1,3,0,1,1,0,0,0,2,0,1,1301
217,0,0,0,0,7,0,1,1,4,0,1,0,1,1,0,1,1,0,0,2,1,0,0,1,0,0,1,2,0,0,1,2,1,0,0,1,0,1,1,1,2,0,1,1,0,0,0,2,0,1,1301
218,0,0,0,0,4,0,0,2,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1301
219,1,0,2,0,4,0,1,0,4,2,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,2,1,2,0,0,1,0,2,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,2,1301
220,1,2,0,0,7,2,1,2,4,0,1,0,1,1,1,1,1,0,0,1,2,0,0,1,0,0,1,2,0,0,1,0,1,2,0,1,0,0,1,1,2,0,1,1,2,0,0,2,0,1,1301
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
222,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1301
223,0,2,0,0,6,1,1,2,4,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,2,0,0,1,0,1,1,2,1,1,1,1,1,0,1,1,1,2,0,0,0,1,1,1301
224,0,1,0,0,7,0,1,2,4,0,1,0,1,1,1,1,1,0,0,2,0,0,0,1,0,1,1,2,0,0,1,0,1,0,0,2,1,1,1,1,0,1,1,1,2,0,0,0,1,1,1301
225,0,0,0,0,2,0,0,1,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1301
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
231,0,0,0,0,7,0,1,1,3,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0,1,0,1301
232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
234,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
235,0,0,0,0,4,0,0,2,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1301
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1301
238,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
242,0,0,0,0,6,1,1,0,3,0,1,0,1,1,1,1,1,0,0,3,1,0,0,1,0,1,1,2,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1301
243,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
245,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
246,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
247,0,0,0,0,4,0,1,0,4,0,1,0,1,1,0,1,1,0,0,2,1,0,0,1,0,1,1,2,0,0,1,0,1,1,0,3,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1301
248,0,0,0,0,8,0,1,2,6,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,2,0,0,1,0,1,0,0,1,0,1,1,1,2,0,1,1,0,2,0,2,0,1,1301
249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
250,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1301
251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
252,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
253,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
254,0,0,0,0,6,0,1,0,3,0,0,1,0,0,3,0,0,0,2,2,0,0,0,0,0,1,2,1,1,3,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1301
255,0,2,0,0,6,2,1,2,4,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,2,0,0,1,0,1,2,2,1,1,1,1,1,0,1,1,1,2,0,0,0,1,0,1301
256,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301
258,2,0,0,0,8,1,1,2,6,2,1,0,1,1,1,1,1,1,0,0,3,0,0,1,0,0,1,2,0,0,1,0,1,0,0,1,0,1,1,1,4,1,1,1,1,1,0,2,0,1,1301
259,0,1,0,0,5,0,0,0,7,0,0,1,0,0,3,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1301
