,café,canapé,carré,case,chambre,confortable,contenu,coton,couette,coussin,couverture,cycle,decor,différent,décor,décoration,déviation,eau,fermeture,forfait,forme,glissière,home,housse,intérieur,intérieure,javel,lavable,lavage,lin,linge,lit,luminosité,lumière,légèrement,main,maison,manuelle,matériel,mode,noël,oreiller,pc,place,polyester,rideau,sofa,taie,voiture,écran,category_code
639,1,2,1,1,0,0,0,3,0,2,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,4,1,1,0,0,1,2,0,0,1920
640,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,1,1,0,0,1,2,1,0,2,0,0,0,0,0,2,0,1,1920
641,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1920
642,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1920
643,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,1920
644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
645,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
647,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,3,1,2,1,1,0,3,1,2,1,0,7,1,0,0,0,0,5,0,1,1920
648,0,0,0,0,0,0,0,3,0,3,0,1,1,0,1,0,0,2,1,1,0,1,2,0,1,0,1,1,1,1,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,2,1,0,0,1920
649,0,2,0,0,1,1,0,1,0,2,0,0,1,1,0,2,0,0,0,0,1,0,2,0,1,0,0,0,0,1,2,0,0,1,1,0,1,1,1,1,3,3,0,0,0,0,0,4,1,1,1920
650,1,3,0,1,0,0,0,0,0,2,2,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,3,0,0,1920
651,1,2,0,1,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,3,0,0,1920
652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1920
654,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,1920
655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
656,0,2,0,0,0,0,1,0,0,2,0,1,0,1,1,0,0,2,1,0,0,1,2,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,3,0,1,1920
657,1,1,0,0,0,0,1,0,0,2,0,0,0,0,2,0,1,0,0,0,1,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,3,0,0,1920
658,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
659,0,0,0,0,0,1,0,1,0,3,0,1,0,0,0,1,0,2,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,3,0,0,0,0,0,3,0,0,1920
660,0,2,0,1,0,1,0,1,0,1,0,1,0,0,0,2,0,2,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,2,1,1,1,0,1,0,0,3,0,0,3,0,0,1920
661,0,2,0,1,0,0,1,0,0,2,0,1,2,1,0,0,0,2,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,3,0,0,3,0,1,1920
662,0,2,0,1,0,0,1,0,0,2,0,1,1,1,1,0,0,2,1,0,0,1,2,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,3,0,0,1,0,1,1920
663,1,1,0,1,0,0,1,2,0,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,2,1,1,0,0,1,1,0,0,1920
664,0,1,0,0,0,1,0,2,0,2,1,1,0,0,0,0,0,2,1,1,0,1,1,0,0,1,1,1,1,2,0,0,0,0,0,1,1,1,1,1,0,2,0,0,0,0,0,3,0,0,1920
665,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0,0,0,1,0,1,3,0,1,1920
666,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,2,1,1,0,1,1,2,1,0,5,1,0,0,0,0,3,0,1,1920
667,0,1,1,0,0,0,1,0,0,2,0,0,2,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,3,0,0,1920
668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1920
669,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1920
670,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
671,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1920
672,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
673,0,3,0,0,0,0,0,0,0,4,2,0,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,3,2,1,1,0,0,1,2,1,0,5,1,0,0,0,0,2,2,1,1920
674,1,3,0,1,0,0,0,0,0,2,2,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,3,0,0,1920
675,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,2,0,0,0,0,0,3,0,1,1920
676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
677,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,3,1,1,1920
678,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,1,1,2,1,0,11,1,0,0,0,0,7,1,1,1920
679,0,1,0,0,0,2,0,2,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1920
680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
682,2,0,1,1,0,0,0,1,0,2,0,1,0,0,1,1,1,2,0,2,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,4,1,0,0,0,2,1,0,0,1920
683,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
684,0,1,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,2,1,1,0,1,2,0,0,0,1,1,1,1,2,0,0,0,0,2,1,0,1,0,0,4,1,0,0,0,1,3,0,0,1920
685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
686,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1920
687,0,1,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,2,1,1,0,0,1,2,1,0,3,1,0,0,0,0,3,0,1,1920
688,0,0,0,0,0,1,0,0,0,3,2,1,0,0,0,2,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,3,0,1,1920
689,1,1,3,0,0,0,0,1,0,2,2,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,0,0,0,6,0,0,1920
690,0,2,0,0,0,3,0,0,0,3,0,1,0,0,0,2,0,2,1,0,0,1,0,0,1,0,1,1,1,3,0,0,0,0,0,1,3,1,1,1,0,2,0,0,0,0,0,4,0,0,1920
691,1,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,3,1,0,0,4,0,0,1920
692,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,2,1,1,0,1,2,0,0,0,1,1,1,1,1,0,0,0,0,2,1,0,1,0,2,4,1,0,0,0,2,2,0,0,1920
693,0,1,0,2,0,1,0,1,0,5,1,1,2,0,0,0,0,2,1,0,0,1,2,0,1,0,1,1,1,2,1,2,0,0,0,1,1,1,1,1,2,1,0,0,0,0,1,1,2,0,1920
694,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,1,0,0,0,0,1920
695,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,3,0,0,1920
696,1,2,1,0,0,0,0,0,0,2,0,1,2,1,0,1,0,2,0,1,1,0,2,0,0,0,1,2,1,0,0,0,0,1,1,1,1,0,2,0,0,4,0,0,3,0,0,5,1,1,1920
697,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1920
698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1920
699,1,2,0,1,0,0,0,0,0,2,2,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,2,0,0,1920
700,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,1,1,0,0,1,2,1,0,5,0,0,0,0,1,2,2,1,1920
701,1,1,0,1,0,0,1,0,0,2,0,0,0,0,2,0,1,0,0,0,1,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,2,3,0,0,1920
702,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
703,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,2,4,0,0,1920
704,0,3,1,0,1,0,0,0,0,2,1,1,0,4,2,1,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,1,6,3,3,0,1,1,2,1,0,11,4,0,0,0,0,5,1,3,1920
705,1,3,1,2,0,0,1,0,0,4,0,0,0,0,2,0,1,0,0,0,1,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,2,0,0,1920
706,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,1920
707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
708,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,1920
709,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,2,1,1,0,1,1,2,1,0,12,1,0,0,0,0,7,1,1,1920
710,0,0,0,0,0,1,0,1,0,3,0,1,0,0,0,1,0,2,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,3,0,0,0,0,0,3,0,0,1920
711,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1920
712,2,2,2,0,2,1,0,0,0,3,0,1,0,1,0,3,0,1,1,0,1,1,0,0,1,0,1,0,2,1,1,0,0,1,2,0,0,0,1,0,0,5,0,0,0,0,0,5,2,1,1920
713,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,2,0,0,1920
714,0,2,1,2,0,0,0,1,0,4,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,2,0,2,0,0,0,2,0,0,1920
715,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
716,1,3,0,1,0,0,0,0,0,2,2,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,4,0,0,1920
717,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
718,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,2,1,1,0,0,1,2,1,0,7,1,0,0,0,0,5,0,1,1920
719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1920
720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
721,0,3,0,0,0,0,0,1,0,2,2,0,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,2,1,1,0,0,1,2,1,0,8,0,0,0,0,0,4,2,1,1920
722,0,2,0,1,0,1,0,1,0,3,1,1,0,0,0,2,0,2,1,0,0,1,0,0,1,0,1,1,1,1,0,2,0,0,0,1,1,1,1,1,0,3,0,0,1,0,0,2,0,0,1920
723,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,2,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,2,2,0,1920
724,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1920
725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
726,1,1,0,1,0,0,1,0,0,6,0,0,1,0,1,0,1,0,0,0,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,2,1,0,0,1920
727,0,0,0,0,0,1,1,1,0,2,2,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,0,2,0,0,0,0,0,1920
728,1,3,3,0,0,0,1,0,0,4,0,0,0,0,2,0,1,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,1920
729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1920
730,1,3,1,2,0,0,1,2,0,4,2,0,0,0,2,0,1,0,0,0,1,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1920
731,1,2,0,1,0,0,0,0,0,2,2,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,3,0,0,1920
732,0,0,0,1,0,0,0,0,0,2,1,1,1,0,1,0,0,2,1,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,1,0,2,4,1,0,0,0,2,2,0,0,1920
733,1,2,1,1,0,0,1,0,0,2,1,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,4,3,1,1,0,0,2,3,0,0,1920
734,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,1,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,0,1920
735,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,2,1,1,0,0,1,2,1,0,7,1,0,0,0,0,3,0,1,1920
736,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,1,0,0,7,1,0,1,0,1,0,0,1,1920
737,1,1,3,1,0,0,0,1,0,3,2,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,1,1,0,0,0,3,0,0,1920
738,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,3,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,3,1,0,1,0,0,1,0,0,1920
739,1,3,0,1,0,0,0,0,0,2,2,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,2,0,0,1920
740,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0,0,0,1,0,1,3,0,1,1920
741,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,1920
742,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,2,1,1,0,0,1,2,1,0,11,1,0,0,0,0,6,1,1,1920
743,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,3,0,1,1920
744,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1920
745,0,0,0,0,3,1,0,0,9,0,3,0,0,0,0,1,0,0,2,0,1,0,0,5,0,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,1,0,0,1920
746,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,3,1,0,0,1,0,1,1,1,0,0,0,0,2,0,1,0,0,3,1,1,0,0,0,1,0,0,1920
747,0,3,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,3,0,0,1920
748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
749,0,0,0,0,0,1,1,0,0,3,0,0,1,0,1,1,1,0,0,0,1,0,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,2,4,1,0,1920
750,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1920
751,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
752,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,3,0,0,0,1,1,0,1,0,2,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,3,0,0,2,0,0,5,1,1,1920
753,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,3,1,0,0,0,0,1,0,0,1920
754,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
755,1,1,0,1,0,0,1,0,0,5,0,0,1,0,1,0,1,0,0,0,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,1,0,0,1920
756,1,3,0,1,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,3,0,0,1920
757,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
758,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
759,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
760,2,4,2,0,2,1,0,0,0,3,0,1,0,3,0,2,0,1,1,3,1,1,0,0,3,0,1,0,2,0,1,0,0,1,4,0,1,0,1,0,0,10,0,0,0,0,0,7,2,1,1920
761,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,1,1,0,0,1,2,1,0,5,0,0,0,0,0,2,0,1,1920
762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
763,1,2,1,1,0,0,1,0,0,3,1,0,0,0,2,0,1,0,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,3,0,0,1920
764,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1,1,0,1920
765,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
766,1,1,0,0,0,0,1,0,0,2,0,0,0,0,2,0,1,0,0,0,1,0,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,2,2,0,0,1920
767,0,1,0,0,3,1,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1920
768,0,2,0,1,1,0,0,1,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1920
769,0,0,0,0,0,0,1,2,0,2,0,1,0,1,2,0,0,2,1,0,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0,2,0,0,1,0,2,0,0,0,1,0,2,3,0,1,1920
